date,year,month,month_name,quarter,day,weekday_name,is_weekend,is_public_holiday,holiday_name,is_working_day,day_type
2024-12-22,2024,12,December,Q4,22,Sunday,True,False,,False,Weekend
2024-12-23,2024,12,December,Q4,23,Monday,False,False,,True,Weekday
2024-12-24,2024,12,December,Q4,24,Tuesday,False,True,Christmas Eve,False,Public Holiday
2024-12-25,2024,12,December,Q4,25,Wednesday,False,True,Christmas,False,Public Holiday
2024-12-26,2024,12,December,Q4,26,Thursday,False,True,First Day of Hanukkah,False,Public Holiday
2024-12-27,2024,12,December,Q4,27,Friday,False,False,,True,Weekday
2024-12-28,2024,12,December,Q4,28,Saturday,True,False,,False,Weekend
2024-12-29,2024,12,December,Q4,29,Sunday,True,False,,False,Weekend
2024-12-30,2024,12,December,Q4,30,Monday,False,False,,True,Weekday
2024-12-31,2024,12,December,Q4,31,Tuesday,False,True,New Year's Eve,False,Public Holiday
2025-01-01,2025,1,January,Q1,1,Wednesday,False,True,New Year's Day,False,Public Holiday
2025-01-02,2025,1,January,Q1,2,Thursday,False,True,Last day of Hanukkah,False,Public Holiday
2025-01-03,2025,1,January,Q1,3,Friday,False,False,,True,Weekday
2025-01-04,2025,1,January,Q1,4,Saturday,True,False,,False,Weekend
2025-01-05,2025,1,January,Q1,5,Sunday,True,False,,False,Weekend
2025-01-06,2025,1,January,Q1,6,Monday,False,True,Guru Govind Singh Jayanti,False,Public Holiday
2025-01-07,2025,1,January,Q1,7,Tuesday,False,False,,True,Weekday
2025-01-08,2025,1,January,Q1,8,Wednesday,False,False,,True,Weekday
2025-01-09,2025,1,January,Q1,9,Thursday,False,False,,True,Weekday
2025-01-10,2025,1,January,Q1,10,Friday,False,False,,True,Weekday
2025-01-11,2025,1,January,Q1,11,Saturday,True,False,,False,Weekend
2025-01-12,2025,1,January,Q1,12,Sunday,True,False,,False,Weekend
2025-01-13,2025,1,January,Q1,13,Monday,False,True,Lohri,False,Public Holiday
2025-01-14,2025,1,January,Q1,14,Tuesday,False,True,Hazarat Ali's Birthday,False,Public Holiday
2025-01-15,2025,1,January,Q1,15,Wednesday,False,False,,True,Weekday
2025-01-16,2025,1,January,Q1,16,Thursday,False,False,,True,Weekday
2025-01-17,2025,1,January,Q1,17,Friday,False,False,,True,Weekday
2025-01-18,2025,1,January,Q1,18,Saturday,True,False,,False,Weekend
2025-01-19,2025,1,January,Q1,19,Sunday,True,False,,False,Weekend
2025-01-20,2025,1,January,Q1,20,Monday,False,False,,True,Weekday
2025-01-21,2025,1,January,Q1,21,Tuesday,False,False,,True,Weekday
2025-01-22,2025,1,January,Q1,22,Wednesday,False,False,,True,Weekday
2025-01-23,2025,1,January,Q1,23,Thursday,False,False,,True,Weekday
2025-01-24,2025,1,January,Q1,24,Friday,False,False,,True,Weekday
2025-01-25,2025,1,January,Q1,25,Saturday,True,False,,False,Weekend
2025-01-26,2025,1,January,Q1,26,Sunday,True,True,Republic Day,False,Public Holiday
2025-01-27,2025,1,January,Q1,27,Monday,False,False,,True,Weekday
2025-01-28,2025,1,January,Q1,28,Tuesday,False,False,,True,Weekday
2025-01-29,2025,1,January,Q1,29,Wednesday,False,True,Lunar New Year,False,Public Holiday
2025-01-30,2025,1,January,Q1,30,Thursday,False,False,,True,Weekday
2025-01-31,2025,1,January,Q1,31,Friday,False,False,,True,Weekday
2025-02-01,2025,2,February,Q1,1,Saturday,True,False,,False,Weekend
2025-02-02,2025,2,February,Q1,2,Sunday,True,True,Vasant Panchami,False,Public Holiday
2025-02-03,2025,2,February,Q1,3,Monday,False,False,,True,Weekday
2025-02-04,2025,2,February,Q1,4,Tuesday,False,False,,True,Weekday
2025-02-05,2025,2,February,Q1,5,Wednesday,False,False,,True,Weekday
2025-02-06,2025,2,February,Q1,6,Thursday,False,False,,True,Weekday
2025-02-07,2025,2,February,Q1,7,Friday,False,False,,True,Weekday
2025-02-08,2025,2,February,Q1,8,Saturday,True,False,,False,Weekend
2025-02-09,2025,2,February,Q1,9,Sunday,True,False,,False,Weekend
2025-02-10,2025,2,February,Q1,10,Monday,False,False,,True,Weekday
2025-02-11,2025,2,February,Q1,11,Tuesday,False,False,,True,Weekday
2025-02-12,2025,2,February,Q1,12,Wednesday,False,True,Guru Ravidas Jayanti,False,Public Holiday
2025-02-13,2025,2,February,Q1,13,Thursday,False,False,,True,Weekday
2025-02-14,2025,2,February,Q1,14,Friday,False,True,Valentine's Day,False,Public Holiday
2025-02-15,2025,2,February,Q1,15,Saturday,True,False,,False,Weekend
2025-02-16,2025,2,February,Q1,16,Sunday,True,False,,False,Weekend
2025-02-17,2025,2,February,Q1,17,Monday,False,False,,True,Weekday
2025-02-18,2025,2,February,Q1,18,Tuesday,False,False,,True,Weekday
2025-02-19,2025,2,February,Q1,19,Wednesday,False,True,Shivaji Jayanti,False,Public Holiday
2025-02-20,2025,2,February,Q1,20,Thursday,False,False,,True,Weekday
2025-02-21,2025,2,February,Q1,21,Friday,False,False,,True,Weekday
2025-02-22,2025,2,February,Q1,22,Saturday,True,False,,False,Weekend
2025-02-23,2025,2,February,Q1,23,Sunday,True,True,Maharishi Dayanand Saraswati Jayanti,False,Public Holiday
2025-02-24,2025,2,February,Q1,24,Monday,False,False,,True,Weekday
2025-02-25,2025,2,February,Q1,25,Tuesday,False,False,,True,Weekday
2025-02-26,2025,2,February,Q1,26,Wednesday,False,True,Maha Shivaratri,False,Public Holiday
2025-02-27,2025,2,February,Q1,27,Thursday,False,False,,True,Weekday
2025-02-28,2025,2,February,Q1,28,Friday,False,False,,True,Weekday
2025-03-01,2025,3,March,Q1,1,Saturday,True,False,,False,Weekend
2025-03-02,2025,3,March,Q1,2,Sunday,True,True,Ramadan Start,False,Public Holiday
2025-03-03,2025,3,March,Q1,3,Monday,False,False,,True,Weekday
2025-03-04,2025,3,March,Q1,4,Tuesday,False,False,,True,Weekday
2025-03-05,2025,3,March,Q1,5,Wednesday,False,False,,True,Weekday
2025-03-06,2025,3,March,Q1,6,Thursday,False,False,,True,Weekday
2025-03-07,2025,3,March,Q1,7,Friday,False,False,,True,Weekday
2025-03-08,2025,3,March,Q1,8,Saturday,True,False,,False,Weekend
2025-03-09,2025,3,March,Q1,9,Sunday,True,False,,False,Weekend
2025-03-10,2025,3,March,Q1,10,Monday,False,False,,True,Weekday
2025-03-11,2025,3,March,Q1,11,Tuesday,False,False,,True,Weekday
2025-03-12,2025,3,March,Q1,12,Wednesday,False,False,,True,Weekday
2025-03-13,2025,3,March,Q1,13,Thursday,False,True,Holika Dahana,False,Public Holiday
2025-03-14,2025,3,March,Q1,14,Friday,False,True,Dolyatra,False,Public Holiday
2025-03-15,2025,3,March,Q1,15,Saturday,True,False,,False,Weekend
2025-03-16,2025,3,March,Q1,16,Sunday,True,False,,False,Weekend
2025-03-17,2025,3,March,Q1,17,Monday,False,False,,True,Weekday
2025-03-18,2025,3,March,Q1,18,Tuesday,False,False,,True,Weekday
2025-03-19,2025,3,March,Q1,19,Wednesday,False,False,,True,Weekday
2025-03-20,2025,3,March,Q1,20,Thursday,False,True,March Equinox,False,Public Holiday
2025-03-21,2025,3,March,Q1,21,Friday,False,False,,True,Weekday
2025-03-22,2025,3,March,Q1,22,Saturday,True,False,,False,Weekend
2025-03-23,2025,3,March,Q1,23,Sunday,True,False,,False,Weekend
2025-03-24,2025,3,March,Q1,24,Monday,False,False,,True,Weekday
2025-03-25,2025,3,March,Q1,25,Tuesday,False,False,,True,Weekday
2025-03-26,2025,3,March,Q1,26,Wednesday,False,False,,True,Weekday
2025-03-27,2025,3,March,Q1,27,Thursday,False,False,,True,Weekday
2025-03-28,2025,3,March,Q1,28,Friday,False,True,Jamat Ul-Vida,False,Public Holiday
2025-03-29,2025,3,March,Q1,29,Saturday,True,False,,False,Weekend
2025-03-30,2025,3,March,Q1,30,Sunday,True,True,Gudi Padwa,False,Public Holiday
2025-03-31,2025,3,March,Q1,31,Monday,False,True,Ramzan Id,False,Public Holiday
2025-04-01,2025,4,April,Q2,1,Tuesday,False,False,,True,Weekday
2025-04-02,2025,4,April,Q2,2,Wednesday,False,False,,True,Weekday
2025-04-03,2025,4,April,Q2,3,Thursday,False,False,,True,Weekday
2025-04-04,2025,4,April,Q2,4,Friday,False,False,,True,Weekday
2025-04-05,2025,4,April,Q2,5,Saturday,True,False,,False,Weekend
2025-04-06,2025,4,April,Q2,6,Sunday,True,True,Rama Navami,False,Public Holiday
2025-04-07,2025,4,April,Q2,7,Monday,False,False,,True,Weekday
2025-04-08,2025,4,April,Q2,8,Tuesday,False,False,,True,Weekday
2025-04-09,2025,4,April,Q2,9,Wednesday,False,False,,True,Weekday
2025-04-10,2025,4,April,Q2,10,Thursday,False,True,Mahavir Jayanti,False,Public Holiday
2025-04-11,2025,4,April,Q2,11,Friday,False,False,,True,Weekday
2025-04-12,2025,4,April,Q2,12,Saturday,True,False,,False,Weekend
2025-04-13,2025,4,April,Q2,13,Sunday,True,True,Vaisakhi,False,Public Holiday
2025-04-14,2025,4,April,Q2,14,Monday,False,True,Ambedkar Jayanti,False,Public Holiday
2025-04-15,2025,4,April,Q2,15,Tuesday,False,True,Bahag Bihu,False,Public Holiday
2025-04-16,2025,4,April,Q2,16,Wednesday,False,False,,True,Weekday
2025-04-17,2025,4,April,Q2,17,Thursday,False,True,Maundy Thursday,False,Public Holiday
2025-04-18,2025,4,April,Q2,18,Friday,False,True,Good Friday,False,Public Holiday
2025-04-19,2025,4,April,Q2,19,Saturday,True,False,,False,Weekend
2025-04-20,2025,4,April,Q2,20,Sunday,True,True,Easter Day,False,Public Holiday
2025-04-21,2025,4,April,Q2,21,Monday,False,False,,True,Weekday
2025-04-22,2025,4,April,Q2,22,Tuesday,False,False,,True,Weekday
2025-04-23,2025,4,April,Q2,23,Wednesday,False,False,,True,Weekday
2025-04-24,2025,4,April,Q2,24,Thursday,False,False,,True,Weekday
2025-04-25,2025,4,April,Q2,25,Friday,False,False,,True,Weekday
2025-04-26,2025,4,April,Q2,26,Saturday,True,False,,False,Weekend
2025-04-27,2025,4,April,Q2,27,Sunday,True,False,,False,Weekend
2025-04-28,2025,4,April,Q2,28,Monday,False,False,,True,Weekday
2025-04-29,2025,4,April,Q2,29,Tuesday,False,False,,True,Weekday
2025-04-30,2025,4,April,Q2,30,Wednesday,False,False,,True,Weekday
2025-05-01,2025,5,May,Q2,1,Thursday,False,True,International Worker's Day,False,Public Holiday
2025-05-02,2025,5,May,Q2,2,Friday,False,False,,True,Weekday
2025-05-03,2025,5,May,Q2,3,Saturday,True,False,,False,Weekend
2025-05-04,2025,5,May,Q2,4,Sunday,True,False,,False,Weekend
2025-05-05,2025,5,May,Q2,5,Monday,False,False,,True,Weekday
2025-05-06,2025,5,May,Q2,6,Tuesday,False,False,,True,Weekday
2025-05-07,2025,5,May,Q2,7,Wednesday,False,False,,True,Weekday
2025-05-08,2025,5,May,Q2,8,Thursday,False,False,,True,Weekday
2025-05-09,2025,5,May,Q2,9,Friday,False,True,Birthday of Rabindranath,False,Public Holiday
2025-05-10,2025,5,May,Q2,10,Saturday,True,False,,False,Weekend
2025-05-11,2025,5,May,Q2,11,Sunday,True,True,Mother's Day,False,Public Holiday
2025-05-12,2025,5,May,Q2,12,Monday,False,True,Buddha Purnima,False,Public Holiday
2025-05-13,2025,5,May,Q2,13,Tuesday,False,False,,True,Weekday
2025-05-14,2025,5,May,Q2,14,Wednesday,False,False,,True,Weekday
2025-05-15,2025,5,May,Q2,15,Thursday,False,False,,True,Weekday
2025-05-16,2025,5,May,Q2,16,Friday,False,False,,True,Weekday
2025-05-17,2025,5,May,Q2,17,Saturday,True,False,,False,Weekend
2025-05-18,2025,5,May,Q2,18,Sunday,True,False,,False,Weekend
2025-05-19,2025,5,May,Q2,19,Monday,False,False,,True,Weekday
2025-05-20,2025,5,May,Q2,20,Tuesday,False,False,,True,Weekday
2025-05-21,2025,5,May,Q2,21,Wednesday,False,False,,True,Weekday
2025-05-22,2025,5,May,Q2,22,Thursday,False,False,,True,Weekday
2025-05-23,2025,5,May,Q2,23,Friday,False,False,,True,Weekday
2025-05-24,2025,5,May,Q2,24,Saturday,True,False,,False,Weekend
2025-05-25,2025,5,May,Q2,25,Sunday,True,False,,False,Weekend
2025-05-26,2025,5,May,Q2,26,Monday,False,False,,True,Weekday
2025-05-27,2025,5,May,Q2,27,Tuesday,False,False,,True,Weekday
2025-05-28,2025,5,May,Q2,28,Wednesday,False,False,,True,Weekday
2025-05-29,2025,5,May,Q2,29,Thursday,False,False,,True,Weekday
2025-05-30,2025,5,May,Q2,30,Friday,False,False,,True,Weekday
2025-05-31,2025,5,May,Q2,31,Saturday,True,False,,False,Weekend
2025-06-01,2025,6,June,Q2,1,Sunday,True,False,,False,Weekend
2025-06-02,2025,6,June,Q2,2,Monday,False,False,,True,Weekday
2025-06-03,2025,6,June,Q2,3,Tuesday,False,False,,True,Weekday
2025-06-04,2025,6,June,Q2,4,Wednesday,False,False,,True,Weekday
2025-06-05,2025,6,June,Q2,5,Thursday,False,False,,True,Weekday
2025-06-06,2025,6,June,Q2,6,Friday,False,False,,True,Weekday
2025-06-07,2025,6,June,Q2,7,Saturday,True,True,Bakrid,False,Public Holiday
2025-06-08,2025,6,June,Q2,8,Sunday,True,False,,False,Weekend
2025-06-09,2025,6,June,Q2,9,Monday,False,False,,True,Weekday
2025-06-10,2025,6,June,Q2,10,Tuesday,False,False,,True,Weekday
2025-06-11,2025,6,June,Q2,11,Wednesday,False,False,,True,Weekday
2025-06-12,2025,6,June,Q2,12,Thursday,False,False,,True,Weekday
2025-06-13,2025,6,June,Q2,13,Friday,False,False,,True,Weekday
2025-06-14,2025,6,June,Q2,14,Saturday,True,False,,False,Weekend
2025-06-15,2025,6,June,Q2,15,Sunday,True,True,Father's Day,False,Public Holiday
2025-06-16,2025,6,June,Q2,16,Monday,False,False,,True,Weekday
2025-06-17,2025,6,June,Q2,17,Tuesday,False,False,,True,Weekday
2025-06-18,2025,6,June,Q2,18,Wednesday,False,False,,True,Weekday
2025-06-19,2025,6,June,Q2,19,Thursday,False,False,,True,Weekday
2025-06-20,2025,6,June,Q2,20,Friday,False,False,,True,Weekday
2025-06-21,2025,6,June,Q2,21,Saturday,True,True,June Solstice,False,Public Holiday
2025-06-22,2025,6,June,Q2,22,Sunday,True,False,,False,Weekend
2025-06-23,2025,6,June,Q2,23,Monday,False,False,,True,Weekday
2025-06-24,2025,6,June,Q2,24,Tuesday,False,False,,True,Weekday
2025-06-25,2025,6,June,Q2,25,Wednesday,False,False,,True,Weekday
2025-06-26,2025,6,June,Q2,26,Thursday,False,False,,True,Weekday
2025-06-27,2025,6,June,Q2,27,Friday,False,True,Rath Yatra,False,Public Holiday
2025-06-28,2025,6,June,Q2,28,Saturday,True,False,,False,Weekend
2025-06-29,2025,6,June,Q2,29,Sunday,True,False,,False,Weekend
2025-06-30,2025,6,June,Q2,30,Monday,False,False,,True,Weekday
2025-07-01,2025,7,July,Q3,1,Tuesday,False,False,,True,Weekday
2025-07-02,2025,7,July,Q3,2,Wednesday,False,False,,True,Weekday
2025-07-03,2025,7,July,Q3,3,Thursday,False,False,,True,Weekday
2025-07-04,2025,7,July,Q3,4,Friday,False,False,,True,Weekday
2025-07-05,2025,7,July,Q3,5,Saturday,True,False,,False,Weekend
2025-07-06,2025,7,July,Q3,6,Sunday,True,True,Muharram/Ashura,False,Public Holiday
2025-07-07,2025,7,July,Q3,7,Monday,False,False,,True,Weekday
2025-07-08,2025,7,July,Q3,8,Tuesday,False,False,,True,Weekday
2025-07-09,2025,7,July,Q3,9,Wednesday,False,False,,True,Weekday
2025-07-10,2025,7,July,Q3,10,Thursday,False,True,Guru Purnima,False,Public Holiday
2025-07-11,2025,7,July,Q3,11,Friday,False,False,,True,Weekday
2025-07-12,2025,7,July,Q3,12,Saturday,True,False,,False,Weekend
2025-07-13,2025,7,July,Q3,13,Sunday,True,False,,False,Weekend
2025-07-14,2025,7,July,Q3,14,Monday,False,False,,True,Weekday
2025-07-15,2025,7,July,Q3,15,Tuesday,False,False,,True,Weekday
2025-07-16,2025,7,July,Q3,16,Wednesday,False,False,,True,Weekday
2025-07-17,2025,7,July,Q3,17,Thursday,False,False,,True,Weekday
2025-07-18,2025,7,July,Q3,18,Friday,False,False,,True,Weekday
2025-07-19,2025,7,July,Q3,19,Saturday,True,False,,False,Weekend
2025-07-20,2025,7,July,Q3,20,Sunday,True,False,,False,Weekend
2025-07-21,2025,7,July,Q3,21,Monday,False,False,,True,Weekday
2025-07-22,2025,7,July,Q3,22,Tuesday,False,False,,True,Weekday
2025-07-23,2025,7,July,Q3,23,Wednesday,False,False,,True,Weekday
2025-07-24,2025,7,July,Q3,24,Thursday,False,False,,True,Weekday
2025-07-25,2025,7,July,Q3,25,Friday,False,False,,True,Weekday
2025-07-26,2025,7,July,Q3,26,Saturday,True,False,,False,Weekend
2025-07-27,2025,7,July,Q3,27,Sunday,True,False,,False,Weekend
2025-07-28,2025,7,July,Q3,28,Monday,False,False,,True,Weekday
2025-07-29,2025,7,July,Q3,29,Tuesday,False,False,,True,Weekday
2025-07-30,2025,7,July,Q3,30,Wednesday,False,False,,True,Weekday
2025-07-31,2025,7,July,Q3,31,Thursday,False,False,,True,Weekday
2025-08-01,2025,8,August,Q3,1,Friday,False,False,,True,Weekday
2025-08-02,2025,8,August,Q3,2,Saturday,True,False,,False,Weekend
2025-08-03,2025,8,August,Q3,3,Sunday,True,True,Friendship Day,False,Public Holiday
2025-08-04,2025,8,August,Q3,4,Monday,False,False,,True,Weekday
2025-08-05,2025,8,August,Q3,5,Tuesday,False,False,,True,Weekday
2025-08-06,2025,8,August,Q3,6,Wednesday,False,False,,True,Weekday
2025-08-07,2025,8,August,Q3,7,Thursday,False,False,,True,Weekday
2025-08-08,2025,8,August,Q3,8,Friday,False,False,,True,Weekday
2025-08-09,2025,8,August,Q3,9,Saturday,True,True,Raksha Bandhan,False,Public Holiday
2025-08-10,2025,8,August,Q3,10,Sunday,True,False,,False,Weekend
2025-08-11,2025,8,August,Q3,11,Monday,False,False,,True,Weekday
2025-08-12,2025,8,August,Q3,12,Tuesday,False,False,,True,Weekday
2025-08-13,2025,8,August,Q3,13,Wednesday,False,False,,True,Weekday
2025-08-14,2025,8,August,Q3,14,Thursday,False,False,,True,Weekday
2025-08-15,2025,8,August,Q3,15,Friday,False,True,Parsi New Year,False,Public Holiday
2025-08-16,2025,8,August,Q3,16,Saturday,True,True,Janmashtami,False,Public Holiday
2025-08-17,2025,8,August,Q3,17,Sunday,True,False,,False,Weekend
2025-08-18,2025,8,August,Q3,18,Monday,False,False,,True,Weekday
2025-08-19,2025,8,August,Q3,19,Tuesday,False,False,,True,Weekday
2025-08-20,2025,8,August,Q3,20,Wednesday,False,False,,True,Weekday
2025-08-21,2025,8,August,Q3,21,Thursday,False,False,,True,Weekday
2025-08-22,2025,8,August,Q3,22,Friday,False,False,,True,Weekday
2025-08-23,2025,8,August,Q3,23,Saturday,True,False,,False,Weekend
2025-08-24,2025,8,August,Q3,24,Sunday,True,False,,False,Weekend
2025-08-25,2025,8,August,Q3,25,Monday,False,False,,True,Weekday
2025-08-26,2025,8,August,Q3,26,Tuesday,False,False,,True,Weekday
2025-08-27,2025,8,August,Q3,27,Wednesday,False,True,Ganesh Chaturthi,False,Public Holiday
2025-08-28,2025,8,August,Q3,28,Thursday,False,False,,True,Weekday
2025-08-29,2025,8,August,Q3,29,Friday,False,False,,True,Weekday
2025-08-30,2025,8,August,Q3,30,Saturday,True,False,,False,Weekend
2025-08-31,2025,8,August,Q3,31,Sunday,True,False,,False,Weekend
2025-09-01,2025,9,September,Q3,1,Monday,False,False,,True,Weekday
2025-09-02,2025,9,September,Q3,2,Tuesday,False,False,,True,Weekday
2025-09-03,2025,9,September,Q3,3,Wednesday,False,False,,True,Weekday
2025-09-04,2025,9,September,Q3,4,Thursday,False,False,,True,Weekday
2025-09-05,2025,9,September,Q3,5,Friday,False,True,Onam,False,Public Holiday
2025-09-06,2025,9,September,Q3,6,Saturday,True,False,,False,Weekend
2025-09-07,2025,9,September,Q3,7,Sunday,True,False,,False,Weekend
2025-09-08,2025,9,September,Q3,8,Monday,False,False,,True,Weekday
2025-09-09,2025,9,September,Q3,9,Tuesday,False,False,,True,Weekday
2025-09-10,2025,9,September,Q3,10,Wednesday,False,False,,True,Weekday
2025-09-11,2025,9,September,Q3,11,Thursday,False,False,,True,Weekday
2025-09-12,2025,9,September,Q3,12,Friday,False,False,,True,Weekday
2025-09-13,2025,9,September,Q3,13,Saturday,True,False,,False,Weekend
2025-09-14,2025,9,September,Q3,14,Sunday,True,False,,False,Weekend
2025-09-15,2025,9,September,Q3,15,Monday,False,False,,True,Weekday
2025-09-16,2025,9,September,Q3,16,Tuesday,False,False,,True,Weekday
2025-09-17,2025,9,September,Q3,17,Wednesday,False,False,,True,Weekday
2025-09-18,2025,9,September,Q3,18,Thursday,False,False,,True,Weekday
2025-09-19,2025,9,September,Q3,19,Friday,False,False,,True,Weekday
2025-09-20,2025,9,September,Q3,20,Saturday,True,False,,False,Weekend
2025-09-21,2025,9,September,Q3,21,Sunday,True,False,,False,Weekend
2025-09-22,2025,9,September,Q3,22,Monday,False,True,September Equinox,False,Public Holiday
2025-09-23,2025,9,September,Q3,23,Tuesday,False,False,,True,Weekday
2025-09-24,2025,9,September,Q3,24,Wednesday,False,False,,True,Weekday
2025-09-25,2025,9,September,Q3,25,Thursday,False,False,,True,Weekday
2025-09-26,2025,9,September,Q3,26,Friday,False,False,,True,Weekday
2025-09-27,2025,9,September,Q3,27,Saturday,True,False,,False,Weekend
2025-09-28,2025,9,September,Q3,28,Sunday,True,True,First Day of Durga Puja Festivities,False,Public Holiday
2025-09-29,2025,9,September,Q3,29,Monday,False,True,Maha Saptami,False,Public Holiday
2025-09-30,2025,9,September,Q3,30,Tuesday,False,True,Maha Ashtami,False,Public Holiday
2025-10-01,2025,10,October,Q4,1,Wednesday,False,True,Maha Navami,False,Public Holiday
2025-10-02,2025,10,October,Q4,2,Thursday,False,True,Dussehra,False,Public Holiday
2025-10-03,2025,10,October,Q4,3,Friday,False,False,,True,Weekday
2025-10-04,2025,10,October,Q4,4,Saturday,True,False,,False,Weekend
2025-10-05,2025,10,October,Q4,5,Sunday,True,False,,False,Weekend
2025-10-06,2025,10,October,Q4,6,Monday,False,False,,True,Weekday
2025-10-07,2025,10,October,Q4,7,Tuesday,False,True,Maharishi Valmiki Jayanti,False,Public Holiday
2025-10-08,2025,10,October,Q4,8,Wednesday,False,False,,True,Weekday
2025-10-09,2025,10,October,Q4,9,Thursday,False,False,,True,Weekday
2025-10-10,2025,10,October,Q4,10,Friday,False,True,Karaka Chaturthi,False,Public Holiday
2025-10-11,2025,10,October,Q4,11,Saturday,True,False,,False,Weekend
2025-10-12,2025,10,October,Q4,12,Sunday,True,False,,False,Weekend
2025-10-13,2025,10,October,Q4,13,Monday,False,False,,True,Weekday
2025-10-14,2025,10,October,Q4,14,Tuesday,False,False,,True,Weekday
2025-10-15,2025,10,October,Q4,15,Wednesday,False,False,,True,Weekday
2025-10-16,2025,10,October,Q4,16,Thursday,False,False,,True,Weekday
2025-10-17,2025,10,October,Q4,17,Friday,False,False,,True,Weekday
2025-10-18,2025,10,October,Q4,18,Saturday,True,False,,False,Weekend
2025-10-19,2025,10,October,Q4,19,Sunday,True,False,,False,Weekend
2025-10-20,2025,10,October,Q4,20,Monday,False,True,Diwali/Deepavali,False,Public Holiday
2025-10-21,2025,10,October,Q4,21,Tuesday,False,False,,True,Weekday
2025-10-22,2025,10,October,Q4,22,Wednesday,False,True,Govardhan Puja,False,Public Holiday
2025-10-23,2025,10,October,Q4,23,Thursday,False,True,Bhai Duj,False,Public Holiday
2025-10-24,2025,10,October,Q4,24,Friday,False,False,,True,Weekday
2025-10-25,2025,10,October,Q4,25,Saturday,True,False,,False,Weekend
2025-10-26,2025,10,October,Q4,26,Sunday,True,False,,False,Weekend
2025-10-27,2025,10,October,Q4,27,Monday,False,False,,True,Weekday
2025-10-28,2025,10,October,Q4,28,Tuesday,False,True,Chhat Puja (Pratihar Sashthi/Surya Sashthi),False,Public Holiday
2025-10-29,2025,10,October,Q4,29,Wednesday,False,False,,True,Weekday
2025-10-30,2025,10,October,Q4,30,Thursday,False,False,,True,Weekday
2025-10-31,2025,10,October,Q4,31,Friday,False,True,Halloween,False,Public Holiday
2025-11-01,2025,11,November,Q4,1,Saturday,True,False,,False,Weekend
2025-11-02,2025,11,November,Q4,2,Sunday,True,False,,False,Weekend
2025-11-03,2025,11,November,Q4,3,Monday,False,False,,True,Weekday
2025-11-04,2025,11,November,Q4,4,Tuesday,False,False,,True,Weekday
2025-11-05,2025,11,November,Q4,5,Wednesday,False,True,Guru Nanak Jayanti,False,Public Holiday
2025-11-06,2025,11,November,Q4,6,Thursday,False,False,,True,Weekday
2025-11-07,2025,11,November,Q4,7,Friday,False,False,,True,Weekday
2025-11-08,2025,11,November,Q4,8,Saturday,True,False,,False,Weekend
2025-11-09,2025,11,November,Q4,9,Sunday,True,False,,False,Weekend
2025-11-10,2025,11,November,Q4,10,Monday,False,False,,True,Weekday
2025-11-11,2025,11,November,Q4,11,Tuesday,False,False,,True,Weekday
2025-11-12,2025,11,November,Q4,12,Wednesday,False,False,,True,Weekday
2025-11-13,2025,11,November,Q4,13,Thursday,False,False,,True,Weekday
2025-11-14,2025,11,November,Q4,14,Friday,False,False,,True,Weekday
2025-11-15,2025,11,November,Q4,15,Saturday,True,False,,False,Weekend
2025-11-16,2025,11,November,Q4,16,Sunday,True,False,,False,Weekend
2025-11-17,2025,11,November,Q4,17,Monday,False,False,,True,Weekday
2025-11-18,2025,11,November,Q4,18,Tuesday,False,False,,True,Weekday
2025-11-19,2025,11,November,Q4,19,Wednesday,False,False,,True,Weekday
2025-11-20,2025,11,November,Q4,20,Thursday,False,False,,True,Weekday
2025-11-21,2025,11,November,Q4,21,Friday,False,False,,True,Weekday
2025-11-22,2025,11,November,Q4,22,Saturday,True,False,,False,Weekend
2025-11-23,2025,11,November,Q4,23,Sunday,True,False,,False,Weekend
2025-11-24,2025,11,November,Q4,24,Monday,False,True,Guru Tegh Bahadur's Martyrdom Day,False,Public Holiday
2025-11-25,2025,11,November,Q4,25,Tuesday,False,False,,True,Weekday
2025-11-26,2025,11,November,Q4,26,Wednesday,False,False,,True,Weekday
2025-11-27,2025,11,November,Q4,27,Thursday,False,False,,True,Weekday
2025-11-28,2025,11,November,Q4,28,Friday,False,False,,True,Weekday
2025-11-29,2025,11,November,Q4,29,Saturday,True,False,,False,Weekend
2025-11-30,2025,11,November,Q4,30,Sunday,True,False,,False,Weekend
2025-12-01,2025,12,December,Q4,1,Monday,False,False,,True,Weekday
2025-12-02,2025,12,December,Q4,2,Tuesday,False,False,,True,Weekday
2025-12-03,2025,12,December,Q4,3,Wednesday,False,False,,True,Weekday
2025-12-04,2025,12,December,Q4,4,Thursday,False,False,,True,Weekday
2025-12-05,2025,12,December,Q4,5,Friday,False,False,,True,Weekday
2025-12-06,2025,12,December,Q4,6,Saturday,True,False,,False,Weekend
2025-12-07,2025,12,December,Q4,7,Sunday,True,False,,False,Weekend
2025-12-08,2025,12,December,Q4,8,Monday,False,False,,True,Weekday
2025-12-09,2025,12,December,Q4,9,Tuesday,False,False,,True,Weekday
2025-12-10,2025,12,December,Q4,10,Wednesday,False,False,,True,Weekday
2025-12-11,2025,12,December,Q4,11,Thursday,False,False,,True,Weekday
2025-12-12,2025,12,December,Q4,12,Friday,False,False,,True,Weekday
2025-12-13,2025,12,December,Q4,13,Saturday,True,False,,False,Weekend
2025-12-14,2025,12,December,Q4,14,Sunday,True,False,,False,Weekend
