feedback_id,customer_id,store_id,rating,comment,channel,date,year_month
1092,6321,10,4,Staff went above and beyond to help.,WhatsApp,2022-08-17,2022-08
1093,6059,6,1,Return process was complicated.,Phone-Call,2024-05-03,2024-05
1094,6017,9,5,Super fast billing and great ambience.,Email,2024-05-11,2024-05
1095,6405,4,4,Amazing product quality. Very satisfied.,App,2025-07-15,2025-07
1096,6179,4,4,Quick billing and smooth process.,In-Store,2023-02-09,2023-02
1097,6034,9,4,Amazing product quality. Very satisfied.,WhatsApp,2023-12-25,2023-12
1098,6473,1,2,Return process was complicated.,WhatsApp,2023-01-06,2023-01
1099,6121,8,3,Store was clean but staff seemed busy.,App,2025-04-11,2025-04
1100,6059,7,4,Store was clean and well organized.,App,2024-12-19,2024-12
1101,6377,6,5,Will definitely come back again!,Email,2023-05-27,2023-05
1102,6333,9,5,Good value for money.,App,2024-05-11,2024-05
1103,6306,9,3,"Average experience, nothing special.",WhatsApp,2023-01-18,2023-01
1104,6298,6,4,Five stars well deserved!,In-Store,2022-11-14,2022-11
1105,6403,1,4,Good value for money.,Website,2024-01-10,2024-01
1106,6123,4,2,"Long waiting time, no one attended to us.",Email,2024-08-09,2024-08
1107,6407,8,2,Limited product options and low stock.,Email,2024-07-09,2024-07
1108,6376,3,5,Quick billing and smooth process.,Phone-Call,2024-04-22,2024-04
1109,6011,8,2,Will not visit again. Terrible experience.,Website,2022-06-15,2022-06
1110,6316,8,5,Best electronics store in the city!,WhatsApp,2025-05-29,2025-05
1111,6373,8,4,Amazing product quality. Very satisfied.,In-Store,2023-10-20,2023-10
1112,6241,3,5,Store was clean and well organized.,App,2024-01-17,2024-01
1113,6147,7,4,Staff went above and beyond to help.,In-Store,2025-05-02,2025-05
1114,6049,10,4,Good value for money.,WhatsApp,2023-04-28,2023-04
1115,6128,8,2,"Product is average, expected much more.",Website,2022-01-15,2022-01
1116,6040,6,3,Store was clean but staff seemed busy.,Email,2023-03-05,2023-03
1117,6085,6,4,Store was clean and well organized.,App,2025-12-01,2025-12
1118,6207,2,5,Outstanding support and great deals.,In-Store,2025-11-28,2025-11
1119,6500,6,2,Limited product options and low stock.,Phone-Call,2024-03-17,2024-03
1120,6436,10,3,"Met some expectations, decent selection.",In-Store,2023-07-26,2023-07
1121,6108,2,1,Overpriced and poor quality.,Website,2023-08-19,2023-08
1122,6154,3,1,Return process was complicated.,In-Store,2023-06-29,2023-06
1123,6411,7,5,Quick billing and smooth process.,In-Store,2025-02-19,2025-02
1124,6147,6,2,Return process was complicated.,Website,2023-08-29,2023-08
1125,6306,9,3,Satisfactory but room for improvement.,WhatsApp,2022-08-19,2022-08
1126,6126,8,4,Store was clean and well organized.,WhatsApp,2022-01-13,2022-01
1127,6360,9,1,"Billing took forever, staff was rude.",WhatsApp,2024-01-30,2024-01
1128,6052,1,3,Service was okay but could be improved.,Email,2022-11-18,2022-11
1129,6278,3,5,Will definitely come back again!,Phone-Call,2022-01-05,2022-01
1130,6203,10,4,Staff went above and beyond to help.,App,2026-02-24,2026-02
1131,6032,6,5,Super fast billing and great ambience.,Website,2022-12-13,2022-12
1132,6075,6,1,"Long waiting time, no one attended to us.",Website,2024-12-17,2024-12
1133,6338,5,5,Best electronics store in the city!,Website,2024-06-18,2024-06
1134,6176,1,4,Staff went above and beyond to help.,In-Store,2026-02-10,2026-02
1135,6274,5,5,Amazing product quality. Very satisfied.,Phone-Call,2022-06-17,2022-06
1136,6357,4,5,Staff went above and beyond to help.,WhatsApp,2022-11-05,2022-11
1137,6023,4,5,Store was clean and well organized.,Email,2022-10-01,2022-10
1138,6169,6,5,Good value for money.,In-Store,2022-03-25,2022-03
1139,6234,9,5,Quick billing and smooth process.,App,2026-03-06,2026-03
1140,6215,5,1,Will not visit again. Terrible experience.,App,2022-11-07,2022-11
1141,6252,8,3,Satisfactory but room for improvement.,Email,2026-02-06,2026-02
1142,6075,2,5,Good value for money.,Email,2024-10-07,2024-10
1143,6061,6,5,Amazing product quality. Very satisfied.,Phone-Call,2024-07-20,2024-07
1144,6257,6,5,Super fast billing and great ambience.,In-Store,2025-01-21,2025-01
1145,6384,2,5,Amazing product quality. Very satisfied.,App,2023-07-23,2023-07
1146,6036,8,5,Five stars well deserved!,Phone-Call,2024-03-11,2024-03
1147,6224,6,5,Will definitely come back again!,In-Store,2022-04-04,2022-04
1148,6274,9,4,Amazing product quality. Very satisfied.,Phone-Call,2025-09-21,2025-09
1149,6197,7,4,Outstanding support and great deals.,Phone-Call,2025-07-17,2025-07
1150,6185,4,3,"Met some expectations, decent selection.",App,2024-09-17,2024-09
1151,6156,4,4,Will definitely come back again!,Phone-Call,2025-05-09,2025-05
1152,6397,9,4,Five stars well deserved!,WhatsApp,2025-10-09,2025-10
1153,6310,6,3,Product meets basic expectations.,App,2025-12-08,2025-12
1154,6496,1,1,Overpriced and poor quality.,In-Store,2025-11-09,2025-11
1155,6083,2,3,Service was okay but could be improved.,In-Store,2025-08-17,2025-08
1156,6405,6,3,Store was clean but staff seemed busy.,In-Store,2023-03-29,2023-03
1157,6376,1,5,Amazing product quality. Very satisfied.,Phone-Call,2026-02-16,2026-02
1158,6486,3,4,Store was clean and well organized.,In-Store,2023-02-14,2023-02
1159,6444,9,4,Outstanding support and great deals.,In-Store,2024-05-25,2024-05
1160,6473,4,4,Good value for money.,Website,2025-11-21,2025-11
1161,6159,10,4,Outstanding support and great deals.,Phone-Call,2022-01-13,2022-01
1162,6438,1,1,Below average experience overall.,WhatsApp,2024-09-14,2024-09
1163,6434,5,4,Best electronics store in the city!,In-Store,2025-08-26,2025-08
1164,6443,8,4,Good value for money.,WhatsApp,2022-11-13,2022-11
1165,6136,4,5,Store was clean and well organized.,Phone-Call,2024-12-04,2024-12
1166,6148,5,5,Outstanding support and great deals.,In-Store,2025-10-02,2025-10
1167,6496,7,1,Will not visit again. Terrible experience.,Email,2023-07-01,2023-07
1168,6157,3,1,"Long waiting time, no one attended to us.",WhatsApp,2023-09-13,2023-09
1169,6358,6,4,Staff went above and beyond to help.,App,2023-01-23,2023-01
1170,6050,2,3,Would recommend to friends.,WhatsApp,2022-06-13,2022-06
1171,6358,8,4,Good value for money.,Phone-Call,2024-03-31,2024-03
1172,6192,9,5,Best electronics store in the city!,Website,2022-01-22,2022-01
1173,6381,10,4,Amazing product quality. Very satisfied.,Phone-Call,2024-08-26,2024-08
1174,6083,9,3,Store was clean but staff seemed busy.,App,2023-01-28,2023-01
1175,6035,3,4,Store was clean and well organized.,Website,2022-06-04,2022-06
1176,6138,10,5,Good value for money.,In-Store,2022-03-11,2022-03
1177,6340,7,4,Good value for money.,App,2022-06-26,2022-06
1178,6113,1,3,Would recommend to friends.,WhatsApp,2024-12-16,2024-12
1179,6007,9,4,Store was clean and well organized.,Website,2022-05-11,2022-05
1180,6453,4,2,Return process was complicated.,In-Store,2022-06-15,2022-06
1181,6457,2,5,Outstanding support and great deals.,App,2023-11-20,2023-11
1182,6150,10,3,Service was okay but could be improved.,WhatsApp,2022-04-21,2022-04
1183,6180,10,1,Return process was complicated.,In-Store,2026-02-12,2026-02
1184,6037,5,4,Store was clean and well organized.,App,2024-02-10,2024-02
1185,6318,3,4,Outstanding support and great deals.,WhatsApp,2025-08-20,2025-08
1186,6166,2,1,"Product is average, expected much more.",In-Store,2022-01-30,2022-01
1187,6168,6,5,Good value for money.,Email,2022-09-16,2022-09
1188,6287,5,5,Good value for money.,WhatsApp,2022-07-02,2022-07
1189,6040,6,4,Five stars well deserved!,Phone-Call,2022-09-19,2022-09
1190,6394,8,1,Below average experience overall.,Phone-Call,2025-08-17,2025-08
1191,6133,9,3,Product meets basic expectations.,Phone-Call,2023-05-01,2023-05
1192,6394,1,2,Below average experience overall.,In-Store,2025-09-24,2025-09
1193,6082,5,5,Amazing product quality. Very satisfied.,In-Store,2023-02-10,2023-02
1194,6025,10,4,Good value for money.,Website,2024-09-15,2024-09
1195,6125,1,3,Store was clean but staff seemed busy.,App,2023-04-01,2023-04
1196,6123,8,5,Store was clean and well organized.,Phone-Call,2023-01-09,2023-01
1197,6097,8,4,Quick billing and smooth process.,WhatsApp,2024-12-15,2024-12
1198,6423,10,3,Store was clean but staff seemed busy.,WhatsApp,2022-11-17,2022-11
1199,6483,1,5,Amazing product quality. Very satisfied.,App,2023-01-19,2023-01
1200,6196,4,5,Good value for money.,Email,2022-06-28,2022-06
1201,6096,4,5,Outstanding support and great deals.,In-Store,2025-12-17,2025-12
1202,6267,1,5,Good value for money.,Website,2025-09-23,2025-09
1203,6180,7,2,Will not visit again. Terrible experience.,App,2024-09-20,2024-09
1204,6411,2,5,Super fast billing and great ambience.,Website,2025-10-07,2025-10
1205,6322,2,4,Staff went above and beyond to help.,App,2025-05-18,2025-05
1206,6138,4,3,Would recommend to friends.,Website,2023-04-28,2023-04
1207,6272,3,4,Will definitely come back again!,Website,2023-04-16,2023-04
1208,6008,6,5,Store was clean and well organized.,Email,2024-12-29,2024-12
1209,6404,6,4,Will definitely come back again!,Phone-Call,2023-03-06,2023-03
1210,6457,1,5,Good value for money.,App,2026-01-30,2026-01
1211,6083,8,4,Will definitely come back again!,Email,2022-11-04,2022-11
1212,6179,4,4,Staff went above and beyond to help.,Email,2025-01-28,2025-01
1213,6073,5,1,Packaging was damaged on arrival.,WhatsApp,2022-05-08,2022-05
1214,6327,4,5,Best electronics store in the city!,Phone-Call,2023-08-14,2023-08
1215,6306,3,2,"Billing took forever, staff was rude.",WhatsApp,2023-05-01,2023-05
1216,6268,2,3,Service was okay but could be improved.,In-Store,2024-10-13,2024-10
1217,6312,10,3,Service was okay but could be improved.,Phone-Call,2023-03-27,2023-03
1218,6380,5,1,Price is not justified for the quality.,Email,2025-01-29,2025-01
1219,6177,4,5,Five stars well deserved!,App,2026-01-26,2026-01
1220,6309,5,4,Outstanding support and great deals.,App,2023-06-14,2023-06
1221,6228,7,4,Super fast billing and great ambience.,App,2024-12-27,2024-12
1222,6445,5,4,Good value for money.,App,2025-09-30,2025-09
1223,6428,4,5,Super fast billing and great ambience.,WhatsApp,2023-08-02,2023-08
1224,6211,2,5,Store was clean and well organized.,Phone-Call,2025-02-19,2025-02
1225,6478,7,4,Store was clean and well organized.,WhatsApp,2023-01-24,2023-01
1226,6066,3,3,Product meets basic expectations.,Phone-Call,2023-07-09,2023-07
1227,6271,1,4,Super fast billing and great ambience.,App,2022-08-14,2022-08
1228,6086,2,2,Overpriced and poor quality.,Phone-Call,2022-09-19,2022-09
1229,6332,9,3,Store was clean but staff seemed busy.,App,2024-05-17,2024-05
1230,6326,9,2,Will not visit again. Terrible experience.,Email,2024-10-01,2024-10
1231,6420,2,5,Super fast billing and great ambience.,In-Store,2022-03-21,2022-03
1232,6226,3,5,Super fast billing and great ambience.,Email,2024-02-24,2024-02
1233,6499,8,3,Product meets basic expectations.,Phone-Call,2024-01-14,2024-01
1234,6290,10,4,Amazing product quality. Very satisfied.,WhatsApp,2024-09-15,2024-09
1235,6217,1,5,Amazing product quality. Very satisfied.,In-Store,2024-09-06,2024-09
1236,6209,3,4,Good value for money.,In-Store,2022-05-05,2022-05
1237,6420,10,4,Super fast billing and great ambience.,Website,2025-11-07,2025-11
1238,6317,9,2,Return process was complicated.,WhatsApp,2024-12-02,2024-12
1239,6369,2,1,"Product is average, expected much more.",Email,2023-01-30,2023-01
1240,6451,6,4,Best electronics store in the city!,Website,2024-10-29,2024-10
1241,6109,8,3,Service was okay but could be improved.,App,2025-07-23,2025-07
1242,6439,9,4,Amazing product quality. Very satisfied.,Phone-Call,2022-02-22,2022-02
1243,6011,7,4,Super fast billing and great ambience.,App,2022-04-29,2022-04
1244,6270,1,5,Good value for money.,Phone-Call,2022-05-01,2022-05
1245,6368,5,2,"Long waiting time, no one attended to us.",Phone-Call,2022-01-28,2022-01
1246,6465,1,1,Return process was complicated.,Website,2026-03-15,2026-03
1247,6017,10,5,Amazing product quality. Very satisfied.,Phone-Call,2026-02-05,2026-02
1248,6334,9,5,Five stars well deserved!,In-Store,2024-07-31,2024-07
1249,6418,8,3,Satisfactory but room for improvement.,Phone-Call,2023-09-27,2023-09
1250,6329,4,5,Quick billing and smooth process.,WhatsApp,2023-06-18,2023-06
1251,6500,9,2,"Billing took forever, staff was rude.",In-Store,2024-08-05,2024-08
1252,6032,8,4,Good value for money.,WhatsApp,2023-01-13,2023-01
1253,6414,9,4,Outstanding support and great deals.,Email,2023-03-10,2023-03
1254,6025,2,5,Super fast billing and great ambience.,WhatsApp,2024-05-05,2024-05
1255,6366,10,3,Service was okay but could be improved.,Website,2023-06-17,2023-06
1256,6109,8,5,Outstanding support and great deals.,WhatsApp,2022-01-29,2022-01
1257,6157,7,4,Best electronics store in the city!,Phone-Call,2024-01-13,2024-01
1258,6373,6,4,Staff went above and beyond to help.,Phone-Call,2024-08-23,2024-08
1259,6140,8,5,Amazing product quality. Very satisfied.,Website,2024-03-21,2024-03
1260,6209,10,2,Overpriced and poor quality.,App,2023-10-21,2023-10
1261,6457,9,1,Price is not justified for the quality.,Phone-Call,2022-08-03,2022-08
1262,6436,8,4,Best electronics store in the city!,Website,2026-01-23,2026-01
1263,6036,6,5,Best electronics store in the city!,App,2024-07-29,2024-07
1264,6235,5,3,Satisfactory but room for improvement.,WhatsApp,2022-03-18,2022-03
1265,6096,10,3,Satisfactory but room for improvement.,Phone-Call,2026-01-22,2026-01
1266,6431,3,4,Store was clean and well organized.,Website,2026-01-12,2026-01
1267,6016,5,1,"Billing took forever, staff was rude.",App,2023-10-02,2023-10
1268,6486,6,4,Store was clean and well organized.,Website,2023-03-24,2023-03
1269,6115,8,4,Will definitely come back again!,Website,2023-09-20,2023-09
1270,6283,4,5,Five stars well deserved!,WhatsApp,2024-06-13,2024-06
1271,6304,7,5,Super fast billing and great ambience.,Phone-Call,2024-07-18,2024-07
1272,6346,7,1,"Long waiting time, no one attended to us.",In-Store,2026-01-28,2026-01
1273,6015,4,4,Five stars well deserved!,Website,2022-01-01,2022-01
1274,6489,1,4,Amazing product quality. Very satisfied.,Website,2024-04-20,2024-04
1275,6348,5,4,Best electronics store in the city!,Phone-Call,2022-03-26,2022-03
1276,6392,3,3,Store was clean but staff seemed busy.,Email,2023-05-22,2023-05
1277,6274,6,4,Best electronics store in the city!,In-Store,2024-07-02,2024-07
1278,6143,1,4,Good value for money.,App,2024-08-03,2024-08
1279,6462,8,4,Five stars well deserved!,WhatsApp,2024-10-07,2024-10
1280,6233,4,5,Store was clean and well organized.,App,2022-10-02,2022-10
1281,6155,9,4,Quick billing and smooth process.,Website,2024-09-16,2024-09
1282,6261,8,4,Five stars well deserved!,Email,2022-01-14,2022-01
1283,6250,3,5,Will definitely come back again!,Phone-Call,2022-08-20,2022-08
1284,6497,6,3,"Met some expectations, decent selection.",Email,2024-11-09,2024-11
1285,6399,9,3,Product meets basic expectations.,WhatsApp,2022-03-12,2022-03
1286,6358,7,1,"Long waiting time, no one attended to us.",Email,2024-04-04,2024-04
1287,6218,4,3,"Average experience, nothing special.",In-Store,2024-07-24,2024-07
1288,6273,5,4,Quick billing and smooth process.,Phone-Call,2024-11-25,2024-11
1289,6452,10,3,Would recommend to friends.,Phone-Call,2022-09-04,2022-09
1290,6098,8,5,Will definitely come back again!,App,2025-12-04,2025-12
1291,6397,2,4,Quick billing and smooth process.,Website,2023-03-06,2023-03
1292,6297,1,1,Limited product options and low stock.,Email,2026-03-31,2026-03
1293,6254,9,3,Store was clean but staff seemed busy.,WhatsApp,2023-12-30,2023-12
1294,6014,5,4,Amazing product quality. Very satisfied.,WhatsApp,2024-09-30,2024-09
1295,6484,3,5,Staff went above and beyond to help.,Website,2024-07-09,2024-07
1296,6492,1,5,Outstanding support and great deals.,Phone-Call,2025-05-20,2025-05
1297,6344,2,3,"Met some expectations, decent selection.",App,2022-12-05,2022-12
1298,6058,1,2,"Long waiting time, no one attended to us.",WhatsApp,2024-10-26,2024-10
1299,6250,1,5,Super fast billing and great ambience.,App,2024-10-21,2024-10
1300,6023,9,2,Return process was complicated.,App,2025-07-31,2025-07
1301,6124,5,5,Five stars well deserved!,Email,2024-05-03,2024-05
1302,6339,2,1,Packaging was damaged on arrival.,App,2022-01-21,2022-01
1303,6389,10,1,Price is not justified for the quality.,Phone-Call,2024-03-31,2024-03
1304,6156,7,5,Staff went above and beyond to help.,App,2025-02-18,2025-02
1305,6280,2,4,Outstanding support and great deals.,WhatsApp,2024-08-30,2024-08
1306,6090,2,4,Will definitely come back again!,Phone-Call,2024-08-17,2024-08
1307,6125,8,1,"Long waiting time, no one attended to us.",Website,2022-10-16,2022-10
1308,6482,8,4,Best electronics store in the city!,Email,2025-09-26,2025-09
1309,6178,5,4,Staff went above and beyond to help.,App,2023-10-02,2023-10
1310,6457,1,4,Outstanding support and great deals.,Phone-Call,2025-01-31,2025-01
1311,6050,6,4,Will definitely come back again!,In-Store,2023-12-09,2023-12
1312,6282,4,5,Staff went above and beyond to help.,Phone-Call,2024-06-03,2024-06
1313,6460,4,5,Five stars well deserved!,App,2022-04-06,2022-04
1314,6462,10,4,Good value for money.,Phone-Call,2022-12-15,2022-12
1315,6405,9,5,Good value for money.,Phone-Call,2023-06-29,2023-06
1316,6003,7,5,Amazing product quality. Very satisfied.,Website,2023-02-25,2023-02
1317,6309,2,3,"Average experience, nothing special.",WhatsApp,2025-09-08,2025-09
1318,6492,9,3,Product meets basic expectations.,Phone-Call,2024-09-26,2024-09
1319,6408,9,2,"Long waiting time, no one attended to us.",In-Store,2023-10-31,2023-10
1320,6073,6,4,Amazing product quality. Very satisfied.,In-Store,2023-10-27,2023-10
1321,6408,8,5,Amazing product quality. Very satisfied.,Website,2025-10-12,2025-10
1322,6006,10,5,Amazing product quality. Very satisfied.,In-Store,2024-06-10,2024-06
1323,6240,7,3,"Average experience, nothing special.",App,2022-04-06,2022-04
1324,6484,5,4,Amazing product quality. Very satisfied.,App,2025-08-04,2025-08
1325,6346,6,3,Store was clean but staff seemed busy.,Phone-Call,2024-12-19,2024-12
1326,6100,5,4,Store was clean and well organized.,Phone-Call,2024-11-07,2024-11
1327,6050,9,2,"Long waiting time, no one attended to us.",Website,2023-08-08,2023-08
1328,6086,4,3,"Average experience, nothing special.",App,2026-02-09,2026-02
1329,6494,10,3,Product meets basic expectations.,App,2022-07-11,2022-07
1330,6403,2,5,Will definitely come back again!,Email,2023-08-10,2023-08
1331,6350,3,5,Super fast billing and great ambience.,Phone-Call,2023-08-15,2023-08
1332,6299,8,4,Quick billing and smooth process.,Phone-Call,2024-03-24,2024-03
1333,6344,1,4,Super fast billing and great ambience.,Email,2024-11-06,2024-11
1334,6429,5,3,Store was clean but staff seemed busy.,App,2026-02-21,2026-02
1335,6390,3,5,Amazing product quality. Very satisfied.,App,2024-05-24,2024-05
1336,6322,2,4,Staff went above and beyond to help.,Phone-Call,2023-01-22,2023-01
1337,6198,2,4,Quick billing and smooth process.,Website,2025-09-02,2025-09
1338,6367,8,3,Satisfactory but room for improvement.,Email,2025-09-17,2025-09
1339,6409,5,5,Amazing product quality. Very satisfied.,Phone-Call,2024-10-26,2024-10
1340,6189,7,4,Super fast billing and great ambience.,App,2023-05-19,2023-05
1341,6493,10,1,Overpriced and poor quality.,App,2022-10-28,2022-10
1342,6130,9,2,"Long waiting time, no one attended to us.",Email,2025-05-19,2025-05
1343,6468,2,2,"Billing took forever, staff was rude.",WhatsApp,2023-10-04,2023-10
1344,6009,4,4,Will definitely come back again!,Phone-Call,2022-10-22,2022-10
1345,6246,4,5,Will definitely come back again!,Email,2024-05-18,2024-05
1346,6129,10,3,Product meets basic expectations.,Phone-Call,2024-09-30,2024-09
1347,6129,8,2,Price is not justified for the quality.,Website,2025-09-17,2025-09
1348,6122,7,4,Staff went above and beyond to help.,Phone-Call,2022-05-20,2022-05
1349,6394,5,4,Quick billing and smooth process.,Phone-Call,2024-09-06,2024-09
1350,6355,2,2,Will not visit again. Terrible experience.,Website,2025-01-14,2025-01
1351,6234,7,5,Good value for money.,Website,2023-10-09,2023-10
1352,6288,9,3,Service was okay but could be improved.,WhatsApp,2025-04-20,2025-04
1353,6336,2,3,"Met some expectations, decent selection.",WhatsApp,2023-09-27,2023-09
1354,6336,4,3,Service was okay but could be improved.,In-Store,2023-08-09,2023-08
1355,6133,1,3,"Average experience, nothing special.",Website,2023-11-26,2023-11
1356,6312,10,5,Will definitely come back again!,In-Store,2022-06-29,2022-06
1357,6209,4,4,Amazing product quality. Very satisfied.,Email,2023-12-31,2023-12
1358,6029,7,1,"Product is average, expected much more.",In-Store,2022-01-28,2022-01
1359,6051,10,5,Quick billing and smooth process.,WhatsApp,2024-09-21,2024-09
1360,6302,8,5,Amazing product quality. Very satisfied.,Email,2022-05-20,2022-05
1361,6408,3,3,Would recommend to friends.,WhatsApp,2025-07-26,2025-07
1362,6302,9,5,Staff went above and beyond to help.,Phone-Call,2024-11-07,2024-11
1363,6379,9,3,Product meets basic expectations.,WhatsApp,2025-05-04,2025-05
1364,6032,5,5,Store was clean and well organized.,Email,2022-11-09,2022-11
1365,6123,7,3,Would recommend to friends.,In-Store,2023-02-17,2023-02
1366,6377,5,5,Staff went above and beyond to help.,Website,2022-10-13,2022-10
1367,6313,2,1,"Long waiting time, no one attended to us.",Phone-Call,2025-04-29,2025-04
1368,6042,6,1,"Billing took forever, staff was rude.",In-Store,2022-07-04,2022-07
1369,6057,8,3,Would recommend to friends.,App,2022-09-21,2022-09
1370,6357,10,4,Five stars well deserved!,Phone-Call,2023-03-22,2023-03
1371,6390,7,4,Store was clean and well organized.,In-Store,2023-02-16,2023-02
1372,6263,5,3,Product meets basic expectations.,App,2025-06-18,2025-06
1373,6419,7,4,Staff went above and beyond to help.,Phone-Call,2023-12-05,2023-12
1374,6011,6,5,Super fast billing and great ambience.,WhatsApp,2023-07-04,2023-07
1375,6016,1,4,Best electronics store in the city!,Phone-Call,2025-11-14,2025-11
1376,6118,9,1,"Billing took forever, staff was rude.",Phone-Call,2024-12-11,2024-12
1377,6480,5,5,Staff went above and beyond to help.,Phone-Call,2024-09-05,2024-09
1378,6457,6,3,Service was okay but could be improved.,In-Store,2023-03-02,2023-03
1379,6258,3,3,Would recommend to friends.,Website,2024-02-10,2024-02
1380,6006,5,2,Below average experience overall.,In-Store,2024-02-08,2024-02
1381,6313,8,4,Five stars well deserved!,Email,2025-06-22,2025-06
1382,6407,5,3,"Average experience, nothing special.",App,2024-08-29,2024-08
1383,6244,5,3,Service was okay but could be improved.,App,2024-05-26,2024-05
1384,6085,4,5,Staff went above and beyond to help.,Website,2024-03-03,2024-03
1385,6139,10,1,"Product is average, expected much more.",App,2025-05-27,2025-05
1386,6255,2,4,Outstanding support and great deals.,Email,2023-09-14,2023-09
1387,6035,8,5,Outstanding support and great deals.,In-Store,2025-12-03,2025-12
1388,6001,10,1,Return process was complicated.,App,2023-06-04,2023-06
1389,6183,2,3,Would recommend to friends.,Email,2023-09-12,2023-09
1390,6313,2,2,Limited product options and low stock.,Email,2024-11-14,2024-11
1391,6339,9,5,Quick billing and smooth process.,App,2024-02-20,2024-02
1392,6124,5,4,Super fast billing and great ambience.,App,2026-01-26,2026-01
1393,6470,3,3,"Met some expectations, decent selection.",Email,2023-08-14,2023-08
1394,6478,10,4,Super fast billing and great ambience.,Phone-Call,2025-01-05,2025-01
1395,6010,2,5,Super fast billing and great ambience.,Phone-Call,2023-06-15,2023-06
1396,6431,2,2,Below average experience overall.,WhatsApp,2024-09-23,2024-09
1397,6004,1,4,Will definitely come back again!,Email,2022-12-30,2022-12
1398,6277,10,3,Would recommend to friends.,WhatsApp,2024-06-17,2024-06
1399,6063,4,4,Outstanding support and great deals.,WhatsApp,2024-05-07,2024-05
1400,6050,2,5,Will definitely come back again!,Phone-Call,2022-06-02,2022-06
1401,6338,3,4,Staff went above and beyond to help.,App,2023-11-19,2023-11
1402,6064,5,5,Five stars well deserved!,WhatsApp,2024-04-12,2024-04
1403,6403,2,5,Best electronics store in the city!,App,2024-10-30,2024-10
1404,6050,8,3,Service was okay but could be improved.,WhatsApp,2022-05-18,2022-05
1405,6383,9,4,Staff went above and beyond to help.,Website,2025-08-29,2025-08
1406,6482,5,3,Satisfactory but room for improvement.,Website,2022-01-25,2022-01
1407,6326,2,5,Will definitely come back again!,Website,2024-05-04,2024-05
1408,6124,6,5,Five stars well deserved!,WhatsApp,2024-12-08,2024-12
1409,6220,10,5,Super fast billing and great ambience.,Email,2023-03-08,2023-03
1410,6200,7,4,Best electronics store in the city!,Phone-Call,2024-01-27,2024-01
1411,6457,10,4,Store was clean and well organized.,App,2022-06-27,2022-06
1412,6166,1,5,Super fast billing and great ambience.,Email,2022-07-01,2022-07
1413,6262,8,3,Store was clean but staff seemed busy.,Website,2025-02-01,2025-02
1414,6413,10,5,Five stars well deserved!,In-Store,2022-04-02,2022-04
1415,6226,8,5,Store was clean and well organized.,App,2023-06-08,2023-06
1416,6211,4,5,Five stars well deserved!,App,2022-11-03,2022-11
1417,6175,10,4,Amazing product quality. Very satisfied.,In-Store,2022-11-25,2022-11
1418,6279,6,4,Super fast billing and great ambience.,WhatsApp,2025-01-03,2025-01
1419,6494,8,5,Super fast billing and great ambience.,Email,2025-09-02,2025-09
1420,6161,5,5,Will definitely come back again!,WhatsApp,2023-05-04,2023-05
1421,6039,6,2,"Product is average, expected much more.",App,2022-03-23,2022-03
1422,6425,2,4,Amazing product quality. Very satisfied.,WhatsApp,2023-03-18,2023-03
1423,6032,10,3,Store was clean but staff seemed busy.,Website,2022-06-10,2022-06
1424,6023,2,5,Amazing product quality. Very satisfied.,Website,2023-04-24,2023-04
1425,6389,7,5,Quick billing and smooth process.,In-Store,2025-01-09,2025-01
1426,6190,5,3,Satisfactory but room for improvement.,App,2023-07-16,2023-07
1427,6412,2,4,Best electronics store in the city!,In-Store,2024-01-24,2024-01
1428,6368,9,4,Store was clean and well organized.,Email,2024-10-23,2024-10
1429,6230,9,5,Amazing product quality. Very satisfied.,Website,2023-10-20,2023-10
1430,6166,10,3,"Average experience, nothing special.",In-Store,2026-03-12,2026-03
1431,6319,1,2,Packaging was damaged on arrival.,Phone-Call,2026-01-25,2026-01
1432,6377,6,3,Product meets basic expectations.,Phone-Call,2023-05-26,2023-05
1433,6038,4,2,"Long waiting time, no one attended to us.",Email,2025-10-21,2025-10
1434,6351,8,4,Best electronics store in the city!,In-Store,2025-03-13,2025-03
1435,6330,8,1,"Long waiting time, no one attended to us.",App,2023-08-15,2023-08
1436,6373,9,5,Super fast billing and great ambience.,WhatsApp,2025-05-14,2025-05
1437,6440,7,5,Best electronics store in the city!,Website,2023-08-04,2023-08
1438,6409,3,3,Satisfactory but room for improvement.,App,2022-09-08,2022-09
1439,6308,6,3,Service was okay but could be improved.,Website,2023-10-10,2023-10
1440,6425,8,2,Return process was complicated.,In-Store,2024-10-25,2024-10
1441,6450,1,4,Best electronics store in the city!,App,2024-06-27,2024-06
1442,6244,7,4,Best electronics store in the city!,Email,2023-09-10,2023-09
1443,6096,2,4,Outstanding support and great deals.,WhatsApp,2022-08-04,2022-08
1444,6398,8,2,Price is not justified for the quality.,Email,2025-05-08,2025-05
1445,6154,1,5,Quick billing and smooth process.,Email,2022-10-09,2022-10
1446,6468,10,5,Best electronics store in the city!,Phone-Call,2024-03-30,2024-03
1447,6268,1,2,Price is not justified for the quality.,Phone-Call,2024-04-05,2024-04
1448,6306,3,5,Staff went above and beyond to help.,Email,2023-03-26,2023-03
1449,6287,1,3,Store was clean but staff seemed busy.,Website,2023-03-04,2023-03
1450,6453,2,5,Five stars well deserved!,Email,2023-08-05,2023-08
1451,6042,4,1,Below average experience overall.,Website,2022-10-13,2022-10
1452,6183,3,5,Will definitely come back again!,In-Store,2022-04-03,2022-04
