order_id,store_id,product_id,customer_id,order_date,quantity,selling_price,revenue,order_year,order_month
101953,8,2109,6208,2025-11-04,1,42990,42990,2025,2025-11
101954,2,2116,6097,2026-03-02,1,7499,7499,2026,2026-03
101955,5,2094,6403,2025-10-08,1,37990,37990,2025,2025-10
101956,3,2006,6076,2024-12-16,1,33999,33999,2024,2024-12
101957,1,2068,6332,2025-07-11,1,18990,18990,2025,2025-07
101958,8,2028,6043,2022-08-30,1,32990,32990,2022,2022-08
101959,8,2115,6403,2023-09-19,1,3499,3499,2023,2023-09
101960,10,2079,6339,2026-03-21,1,21990,21990,2026,2026-03
101961,4,2034,6059,2026-03-14,1,13499,13499,2026,2026-03
101962,3,2015,6379,2025-04-08,1,44990,44990,2025,2025-04
101963,2,2069,6158,2026-03-28,1,14990,14990,2026,2026-03
101964,3,2073,6238,2025-12-12,2,27990,55980,2025,2025-12
101965,2,2012,6389,2025-07-18,1,56990,56990,2025,2025-07
101966,8,2084,6147,2026-01-21,1,49990,49990,2026,2026-01
101967,8,2073,6112,2023-11-20,1,27990,27990,2023,2023-11
101968,6,2053,6197,2026-01-29,1,750,750,2026,2026-01
101969,5,2023,6058,2025-04-20,1,42990,42990,2025,2025-04
101970,3,2036,6265,2025-12-24,1,18999,18999,2025,2025-12
101971,5,2049,6471,2026-02-12,1,21990,21990,2026,2026-02
101972,7,2058,6441,2025-11-21,1,9999,9999,2025,2025-11
101973,2,2021,6415,2024-01-24,1,38990,38990,2024,2024-01
101974,4,2111,6285,2023-06-01,1,4799,4799,2023,2023-06
101975,4,2080,6188,2026-01-19,2,52990,105980,2026,2026-01
101976,8,2021,6004,2025-02-08,1,38990,38990,2025,2025-02
101977,7,2119,6275,2025-01-04,2,9999,19998,2025,2025-01
101978,7,2113,6083,2025-12-09,1,9499,9499,2025,2025-12
101979,1,2043,6148,2023-06-11,1,7499,7499,2023,2023-06
101980,8,2030,6241,2025-12-27,1,35990,35990,2025,2025-12
101981,3,2112,6477,2022-12-01,1,5499,5499,2022,2022-12
101982,1,2116,6276,2025-10-05,1,7499,7499,2025,2025-10
101983,4,2114,6456,2026-02-05,1,7999,7999,2026,2026-02
101984,9,2111,6195,2023-03-30,1,4799,4799,2023,2023-03
101985,8,2019,6158,2026-03-31,1,52990,52990,2026,2026-03
101986,2,2002,6113,2024-11-26,1,79900,79900,2024,2024-11
101987,8,2042,6001,2025-02-23,1,26990,26990,2025,2025-02
101988,3,2040,6107,2024-12-30,1,1199,1199,2024,2024-12
101989,4,2052,6006,2025-10-03,1,15999,15999,2025,2025-10
101990,10,2055,6378,2026-02-05,1,5499,5499,2026,2026-02
101991,1,2010,6239,2026-02-22,2,19999,39998,2026,2026-02
101992,6,2098,6068,2025-05-10,3,2799,8397,2025,2025-05
101993,7,2001,6125,2025-08-03,2,26999,53998,2025,2025-08
101994,1,2011,6316,2025-03-18,2,79990,159980,2025,2025-03
101995,1,2119,6007,2024-12-05,1,9999,9999,2024,2024-12
101996,7,2018,6457,2026-01-03,1,84990,84990,2026,2026-01
101997,3,2060,6229,2025-06-13,1,1499,1499,2025,2025-06
101998,4,2006,6212,2025-08-08,1,33999,33999,2025,2025-08
101999,8,2004,6381,2026-01-22,1,21999,21999,2026,2026-01
102000,7,2031,6395,2025-09-05,1,9499,9499,2025,2025-09
102001,3,2096,6409,2025-08-06,1,34990,34990,2025,2025-08
102002,10,2038,6427,2024-11-05,1,1799,1799,2024,2024-11
102003,1,2094,6446,2025-11-12,1,37990,37990,2025,2025-11
102004,8,2037,6098,2024-03-05,1,10499,10499,2024,2024-03
102005,3,2120,6448,2024-10-19,1,12499,12499,2024,2024-10
102006,4,2018,6499,2025-01-29,1,84990,84990,2025,2025-01
102007,5,2096,6109,2025-12-25,1,34990,34990,2025,2025-12
102008,6,2038,6355,2025-10-11,1,1799,1799,2025,2025-10
102009,5,2112,6112,2024-10-31,1,5499,5499,2024,2024-10
102010,4,2026,6270,2023-10-27,1,29990,29990,2023,2023-10
102011,5,2069,6106,2024-11-05,1,14990,14990,2024,2024-11
102012,1,2034,6072,2025-09-03,1,13499,13499,2025,2025-09
102013,4,2111,6456,2025-11-28,1,4799,4799,2025,2025-11
102014,7,2090,6268,2025-09-21,1,30990,30990,2025,2025-09
102015,8,2010,6403,2025-08-01,1,19999,19999,2025,2025-08
102016,4,2096,6061,2024-05-24,1,34990,34990,2024,2024-05
102017,10,2021,6411,2025-10-28,1,38990,38990,2025,2025-10
102018,2,2086,6260,2024-05-26,3,17990,53970,2024,2024-05
102019,10,2110,6262,2024-12-27,1,31990,31990,2024,2024-12
102020,5,2056,6331,2026-03-08,1,1699,1699,2026,2026-03
102021,1,2107,6420,2026-02-11,1,33990,33990,2026,2026-02
102022,2,2094,6088,2025-03-07,2,37990,75980,2025,2025-03
102023,9,2095,6319,2025-04-05,1,14999,14999,2025,2025-04
102024,4,2089,6447,2025-04-17,1,38990,38990,2025,2025-04
102025,9,2014,6324,2024-05-21,1,114900,114900,2024,2024-05
102026,8,2103,6393,2025-08-11,1,32990,32990,2025,2025-08
102027,3,2001,6161,2024-02-25,1,26999,26999,2024,2024-02
102028,3,2010,6434,2025-06-08,1,19999,19999,2025,2025-06
102029,7,2042,6474,2025-12-15,1,26990,26990,2025,2025-12
102030,5,2015,6085,2025-08-24,1,44990,44990,2025,2025-08
102031,2,2017,6038,2025-10-24,1,64990,64990,2025,2025-10
102032,6,2023,6099,2025-11-07,1,42990,42990,2025,2025-11
102033,1,2056,6422,2025-09-18,1,1699,1699,2025,2025-09
102034,4,2047,6268,2025-08-19,1,5999,5999,2025,2025-08
102035,6,2119,6344,2025-03-02,1,9999,9999,2025,2025-03
102036,6,2063,6427,2022-12-25,1,34990,34990,2022,2022-12
102037,9,2034,6330,2026-03-14,1,13499,13499,2026,2026-03
102038,6,2096,6320,2024-12-22,1,34990,34990,2024,2024-12
102039,1,2081,6258,2025-11-18,2,34990,69980,2025,2025-11
102040,10,2084,6226,2023-11-10,1,49990,49990,2023,2023-11
102041,2,2065,6367,2022-12-27,2,29990,59980,2022,2022-12
102042,8,2072,6280,2026-02-01,3,32990,98970,2026,2026-02
102043,6,2030,6458,2023-04-10,1,35990,35990,2023,2023-04
102044,10,2075,6236,2025-07-08,1,13990,13990,2025,2025-07
102045,4,2090,6486,2023-01-02,1,30990,30990,2023,2023-01
102046,7,2080,6197,2025-06-18,1,52990,52990,2025,2025-06
102047,7,2016,6365,2025-05-17,1,51990,51990,2025,2025-05
102048,10,2119,6064,2023-09-20,1,9999,9999,2023,2023-09
102049,5,2099,6332,2026-02-15,2,5999,11998,2026,2026-02
102050,1,2017,6119,2026-01-07,1,64990,64990,2026,2026-01
102051,1,2012,6197,2025-07-29,1,56990,56990,2025,2025-07
102052,6,2076,6375,2026-03-03,2,38990,77980,2026,2026-03
102053,1,2084,6422,2024-07-27,1,49990,49990,2024,2024-07
102054,3,2027,6116,2024-12-31,2,22990,45980,2024,2024-12
102055,9,2032,6316,2026-02-28,1,11499,11499,2026,2026-02
102056,8,2097,6331,2026-03-03,1,3999,3999,2026,2026-03
102057,4,2071,6308,2024-11-17,1,24990,24990,2024,2024-11
102058,3,2086,6319,2024-12-01,1,17990,17990,2024,2024-12
102059,6,2055,6438,2025-12-05,1,5499,5499,2025,2025-12
102060,2,2047,6385,2025-11-03,1,5999,5999,2025,2025-11
102061,4,2058,6478,2025-04-19,2,9999,19998,2025,2025-04
102062,5,2018,6097,2025-11-11,1,84990,84990,2025,2025-11
102063,5,2119,6378,2026-03-19,1,9999,9999,2026,2026-03
102064,5,2102,6400,2023-03-30,1,30990,30990,2023,2023-03
102065,2,2052,6296,2025-01-31,1,15999,15999,2025,2025-01
102066,2,2093,6481,2024-09-06,1,29990,29990,2024,2024-09
102067,2,2037,6262,2025-09-07,1,10499,10499,2025,2025-09
102068,5,2053,6357,2025-07-06,1,750,750,2025,2025-07
102069,10,2111,6195,2023-05-08,1,4799,4799,2023,2023-05
102070,10,2112,6453,2026-02-11,1,5499,5499,2026,2026-02
102071,6,2086,6339,2024-05-11,3,17990,53970,2024,2024-05
102072,4,2107,6406,2025-10-06,2,33990,67980,2025,2025-10
102073,9,2105,6353,2025-09-26,1,24990,24990,2025,2025-09
102074,7,2022,6319,2024-03-20,1,99990,99990,2024,2024-03
102075,1,2074,6406,2025-10-20,1,44990,44990,2025,2025-10
102076,5,2058,6144,2025-07-21,1,9999,9999,2025,2025-07
102077,10,2118,6491,2025-04-28,2,10999,21998,2025,2025-04
102078,6,2045,6354,2025-10-12,1,22990,22990,2025,2025-10
102079,5,2051,6035,2024-01-04,1,9499,9499,2024,2024-01
102080,6,2028,6414,2025-12-05,1,32990,32990,2025,2025-12
102081,9,2005,6069,2026-02-11,1,12999,12999,2026,2026-02
102082,8,2067,6394,2026-03-22,1,15990,15990,2026,2026-03
102083,3,2079,6419,2024-04-08,1,21990,21990,2024,2024-04
102084,3,2003,6185,2025-05-15,1,27999,27999,2025,2025-05
102085,8,2046,6418,2023-11-02,1,2799,2799,2023,2023-11
102086,1,2017,6314,2023-02-14,1,64990,64990,2023,2023-02
102087,6,2026,6306,2025-09-02,2,29990,59980,2025,2025-09
102088,9,2099,6121,2025-12-05,1,5999,5999,2025,2025-12
102089,9,2080,6115,2025-07-26,2,52990,105980,2025,2025-07
102090,3,2026,6388,2026-02-14,1,29990,29990,2026,2026-02
102091,10,2022,6064,2026-03-23,1,99990,99990,2026,2026-03
102092,4,2016,6372,2023-11-19,1,51990,51990,2023,2023-11
102093,8,2114,6364,2025-07-14,1,7999,7999,2025,2025-07
102094,3,2120,6235,2025-06-05,2,12499,24998,2025,2025-06
102095,5,2007,6180,2025-07-21,1,25999,25999,2025,2025-07
102096,5,2072,6200,2026-01-22,1,32990,32990,2026,2026-01
102097,3,2055,6388,2024-02-29,1,5499,5499,2024,2024-02
102098,6,2035,6477,2024-08-18,1,3499,3499,2024,2024-08
102099,4,2043,6147,2025-12-08,1,7499,7499,2025,2025-12
102100,7,2080,6459,2024-11-28,2,52990,105980,2024,2024-11
102101,7,2111,6056,2026-03-11,1,4799,4799,2026,2026-03
102102,5,2032,6092,2025-01-15,1,11499,11499,2025,2025-01
102103,2,2046,6387,2025-01-18,1,2799,2799,2025,2025-01
102104,5,2069,6174,2023-04-21,1,14990,14990,2023,2023-04
102105,4,2036,6397,2025-04-01,1,18999,18999,2025,2025-04
102106,9,2069,6429,2025-02-14,1,14990,14990,2025,2025-02
102107,8,2019,6343,2023-08-07,1,52990,52990,2023,2023-08
102108,2,2050,6240,2025-03-02,1,12499,12499,2025,2025-03
102109,10,2004,6089,2025-10-25,1,21999,21999,2025,2025-10
102110,6,2073,6333,2024-08-03,1,27990,27990,2024,2024-08
102111,3,2071,6063,2025-10-26,1,24990,24990,2025,2025-10
102112,6,2008,6418,2025-05-15,1,22999,22999,2025,2025-05
102113,2,2016,6063,2023-07-22,1,51990,51990,2023,2023-07
102114,7,2010,6279,2024-11-03,1,19999,19999,2024,2024-11
102115,3,2074,6260,2025-11-08,1,44990,44990,2025,2025-11
102116,8,2098,6270,2023-02-16,3,2799,8397,2023,2023-02
102117,7,2115,6149,2026-03-07,1,3499,3499,2026,2026-03
102118,9,2109,6206,2024-12-02,1,42990,42990,2024,2024-12
102119,4,2044,6124,2025-06-05,1,9499,9499,2025,2025-06
102120,10,2062,6434,2024-04-23,1,72990,72990,2024,2024-04
102121,3,2066,6004,2023-10-31,1,23990,23990,2023,2023-10
102122,4,2111,6024,2022-12-13,2,4799,9598,2022,2022-12
102123,3,2041,6182,2024-10-23,1,24990,24990,2024,2024-10
102124,9,2063,6365,2025-04-20,1,34990,34990,2025,2025-04
102125,7,2090,6024,2025-10-04,3,30990,92970,2025,2025-10
102126,6,2113,6050,2026-01-11,1,9499,9499,2026,2026-01
102127,4,2017,6102,2025-12-20,1,64990,64990,2025,2025-12
102128,6,2016,6294,2026-03-31,1,51990,51990,2026,2026-03
102129,2,2046,6309,2024-09-12,2,2799,5598,2024,2024-09
102130,5,2020,6495,2026-02-15,1,59990,59990,2026,2026-02
102131,6,2076,6244,2023-05-08,1,38990,38990,2023,2023-05
102132,9,2023,6374,2026-03-26,1,42990,42990,2026,2026-03
102133,3,2026,6153,2024-06-22,1,29990,29990,2024,2024-06
102134,8,2076,6305,2025-08-31,1,38990,38990,2025,2025-08
102135,3,2082,6009,2025-11-01,2,46990,93980,2025,2025-11
102136,7,2039,6229,2025-12-12,2,1999,3998,2025,2025-12
102137,8,2011,6058,2025-05-13,1,79990,79990,2025,2025-05
102138,5,2038,6379,2023-10-06,1,1799,1799,2023,2023-10
102139,9,2090,6052,2026-03-16,1,30990,30990,2026,2026-03
102140,9,2103,6432,2026-01-23,1,32990,32990,2026,2026-01
102141,8,2069,6150,2025-10-19,1,14990,14990,2025,2025-10
102142,1,2025,6278,2025-01-07,1,33990,33990,2025,2025-01
102143,1,2070,6290,2024-11-04,1,10990,10990,2024,2024-11
102144,2,2017,6201,2025-12-26,1,64990,64990,2025,2025-12
102145,4,2095,6243,2024-04-04,1,14999,14999,2024,2024-04
102146,7,2006,6030,2025-11-20,1,33999,33999,2025,2025-11
102147,3,2003,6356,2024-04-29,1,27999,27999,2024,2024-04
102148,7,2043,6327,2026-03-10,1,7499,7499,2026,2026-03
102149,1,2075,6167,2022-09-28,1,13990,13990,2022,2022-09
102150,2,2095,6292,2024-09-28,1,14999,14999,2024,2024-09
102151,2,2048,6214,2026-02-24,1,1999,1999,2026,2026-02
102152,9,2086,6223,2025-07-28,1,17990,17990,2025,2025-07
102153,6,2052,6059,2026-03-17,1,15999,15999,2026,2026-03
102154,3,2027,6252,2026-03-17,1,22990,22990,2026,2026-03
102155,5,2054,6427,2023-03-18,1,4799,4799,2023,2023-03
102156,10,2040,6405,2024-03-11,1,1199,1199,2024,2024-03
102157,5,2072,6112,2024-07-01,1,32990,32990,2024,2024-07
102158,10,2069,6041,2025-05-12,2,14990,29980,2025,2025-05
102159,7,2057,6401,2023-02-16,1,1199,1199,2023,2023-02
102160,5,2104,6491,2025-06-13,1,44990,44990,2025,2025-06
102161,7,2053,6442,2025-06-01,1,750,750,2025,2025-06
102162,7,2011,6083,2025-01-12,1,79990,79990,2025,2025-01
102163,6,2026,6480,2026-03-07,1,29990,29990,2026,2026-03
102164,3,2003,6472,2023-03-06,1,27999,27999,2023,2023-03
102165,9,2024,6412,2026-01-25,1,24990,24990,2026,2026-01
102166,1,2096,6011,2024-01-05,2,34990,69980,2024,2024-01
102167,3,2015,6018,2026-01-26,1,44990,44990,2026,2026-01
102168,3,2116,6306,2024-02-02,1,7499,7499,2024,2024-02
102169,9,2099,6076,2024-03-13,1,5999,5999,2024,2024-03
102170,10,2108,6264,2025-12-06,1,36990,36990,2025,2025-12
102171,3,2039,6471,2026-03-19,1,1999,1999,2026,2026-03
102172,8,2063,6050,2025-09-02,1,34990,34990,2025,2025-09
102173,4,2038,6314,2024-11-04,1,1799,1799,2024,2024-11
102174,9,2018,6479,2025-02-06,1,84990,84990,2025,2025-02
102175,3,2044,6246,2025-05-05,1,9499,9499,2025,2025-05
102176,8,2092,6039,2026-03-01,1,13999,13999,2026,2026-03
102177,3,2001,6141,2025-05-07,2,26999,53998,2025,2025-05
102178,7,2050,6165,2022-10-11,1,12499,12499,2022,2022-10
102179,3,2066,6454,2024-10-19,1,23990,23990,2024,2024-10
102180,6,2048,6181,2026-02-16,1,1999,1999,2026,2026-02
102181,9,2112,6357,2026-03-12,1,5499,5499,2026,2026-03
102182,2,2098,6256,2024-10-13,1,2799,2799,2024,2024-10
102183,2,2025,6301,2023-07-20,1,33990,33990,2023,2023-07
102184,1,2024,6397,2025-04-02,2,24990,49980,2025,2025-04
102185,7,2053,6073,2023-12-21,1,750,750,2023,2023-12
102186,2,2095,6417,2025-01-08,2,14999,29998,2025,2025-01
102187,4,2072,6251,2025-09-24,1,32990,32990,2025,2025-09
102188,6,2086,6123,2025-08-22,2,17990,35980,2025,2025-08
102189,4,2052,6257,2026-03-20,1,15999,15999,2026,2026-03
102190,1,2027,6373,2025-04-19,1,22990,22990,2025,2025-04
102191,6,2048,6344,2025-06-24,1,1999,1999,2025,2025-06
102192,6,2044,6218,2024-07-16,1,9499,9499,2024,2024-07
102193,7,2044,6126,2022-08-29,1,9499,9499,2022,2022-08
102194,7,2079,6208,2026-01-23,1,21990,21990,2026,2026-01
102195,5,2075,6269,2025-11-22,1,13990,13990,2025,2025-11
102196,7,2045,6207,2025-07-16,1,22990,22990,2025,2025-07
102197,2,2044,6443,2026-02-21,1,9499,9499,2026,2026-02
102198,7,2095,6272,2026-01-17,1,14999,14999,2026,2026-01
102199,8,2099,6226,2025-11-20,1,5999,5999,2025,2025-11
102200,2,2119,6276,2025-09-21,1,9999,9999,2025,2025-09
102201,2,2001,6427,2025-10-22,1,26999,26999,2025,2025-10
102202,1,2045,6077,2024-06-05,1,22990,22990,2024,2024-06
102203,1,2113,6067,2026-03-16,1,9499,9499,2026,2026-03
102204,3,2039,6283,2026-01-04,1,1999,1999,2026,2026-01
102205,10,2041,6009,2025-08-26,1,24990,24990,2025,2025-08
102206,3,2032,6190,2024-10-19,1,11499,11499,2024,2024-10
102207,6,2053,6083,2023-07-30,1,750,750,2023,2023-07
102208,4,2093,6401,2025-11-19,3,29990,89970,2025,2025-11
102209,8,2118,6363,2025-10-04,1,10999,10999,2025,2025-10
102210,2,2043,6248,2025-04-25,1,7499,7499,2025,2025-04
102211,7,2070,6372,2025-08-24,1,10990,10990,2025,2025-08
102212,1,2004,6232,2026-03-28,1,21999,21999,2026,2026-03
102213,9,2055,6068,2025-12-22,1,5499,5499,2025,2025-12
102214,5,2035,6170,2026-03-25,1,3499,3499,2026,2026-03
102215,6,2021,6057,2025-09-29,1,38990,38990,2025,2025-09
102216,6,2015,6352,2025-01-06,1,44990,44990,2025,2025-01
102217,7,2014,6070,2026-03-19,1,114900,114900,2026,2026-03
102218,5,2041,6121,2025-06-05,1,24990,24990,2025,2025-06
102219,2,2004,6264,2026-02-26,1,21999,21999,2026,2026-02
102220,4,2117,6118,2025-04-07,1,5999,5999,2025,2025-04
102221,10,2056,6338,2025-12-05,2,1699,3398,2025,2025-12
102222,3,2039,6197,2025-01-11,1,1999,1999,2025,2025-01
102223,2,2079,6010,2025-11-01,1,21990,21990,2025,2025-11
102224,10,2041,6354,2024-04-09,1,24990,24990,2024,2024-04
102225,6,2030,6410,2025-08-18,1,35990,35990,2025,2025-08
102226,2,2067,6061,2025-06-06,1,15990,15990,2025,2025-06
102227,9,2062,6406,2026-03-02,1,72990,72990,2026,2026-03
102228,1,2120,6105,2025-04-10,1,12499,12499,2025,2025-04
102229,2,2010,6058,2025-05-01,1,19999,19999,2025,2025-05
102230,8,2063,6489,2025-01-25,1,34990,34990,2025,2025-01
102231,3,2033,6385,2023-11-11,1,12999,12999,2023,2023-11
102232,7,2010,6337,2025-05-08,1,19999,19999,2025,2025-05
102233,6,2073,6099,2025-11-19,1,27990,27990,2025,2025-11
102234,9,2085,6430,2026-02-03,1,29990,29990,2026,2026-02
102235,8,2069,6320,2024-02-26,1,14990,14990,2024,2024-02
102236,4,2120,6473,2023-08-22,2,12499,24998,2023,2023-08
102237,10,2043,6043,2025-11-23,1,7499,7499,2025,2025-11
102238,2,2031,6319,2024-10-10,1,9499,9499,2024,2024-10
102239,9,2014,6461,2024-10-22,1,114900,114900,2024,2024-10
102240,10,2027,6173,2026-02-25,1,22990,22990,2026,2026-02
102241,2,2040,6450,2026-01-30,2,1199,2398,2026,2026-01
102242,7,2117,6120,2025-04-12,1,5999,5999,2025,2025-04
102243,8,2092,6271,2025-03-16,1,13999,13999,2025,2025-03
102244,7,2027,6369,2024-12-02,1,22990,22990,2024,2024-12
102245,10,2022,6182,2024-10-25,1,99990,99990,2024,2024-10
102246,6,2046,6112,2024-04-14,2,2799,5598,2024,2024-04
102247,8,2113,6441,2025-09-11,1,9499,9499,2025,2025-09
102248,8,2047,6447,2024-10-20,1,5999,5999,2024,2024-10
102249,7,2077,6403,2023-09-16,1,34990,34990,2023,2023-09
102250,10,2046,6478,2026-01-19,1,2799,2799,2026,2026-01
102251,4,2057,6172,2026-02-01,1,1199,1199,2026,2026-02
102252,7,2042,6014,2025-12-14,1,26990,26990,2025,2025-12
102253,2,2105,6010,2025-09-04,1,24990,24990,2025,2025-09
102254,7,2106,6045,2024-05-12,1,41990,41990,2024,2024-05
102255,8,2074,6356,2022-08-02,2,44990,89980,2022,2022-08
102256,10,2068,6330,2026-02-28,1,18990,18990,2026,2026-02
102257,5,2115,6070,2025-12-28,2,3499,6998,2025,2025-12
102258,9,2054,6077,2024-04-02,1,4799,4799,2024,2024-04
102259,10,2055,6163,2024-04-29,1,5499,5499,2024,2024-04
102260,5,2114,6201,2026-03-22,1,7999,7999,2026,2026-03
102261,9,2061,6271,2023-12-25,1,44900,44900,2023,2023-12
102262,3,2104,6014,2026-02-25,1,44990,44990,2026,2026-02
102263,9,2001,6337,2025-06-14,2,26999,53998,2025,2025-06
102264,3,2018,6102,2023-09-28,1,84990,84990,2023,2023-09
102265,3,2103,6470,2023-10-02,1,32990,32990,2023,2023-10
102266,8,2097,6051,2025-02-17,1,3999,3999,2025,2025-02
102267,6,2006,6421,2024-12-17,1,33999,33999,2024,2024-12
102268,6,2106,6326,2025-07-02,1,41990,41990,2025,2025-07
102269,5,2023,6214,2025-07-29,1,42990,42990,2025,2025-07
102270,1,2118,6450,2026-03-24,1,10999,10999,2026,2026-03
102271,10,2088,6048,2025-06-15,1,18990,18990,2025,2025-06
102272,1,2053,6277,2025-12-01,2,750,1500,2025,2025-12
102273,2,2058,6474,2024-08-22,1,9999,9999,2024,2024-08
102274,10,2009,6206,2024-12-05,1,10999,10999,2024,2024-12
102275,5,2002,6210,2023-08-07,1,79900,79900,2023,2023-08
102276,3,2022,6080,2026-03-21,1,99990,99990,2026,2026-03
102277,2,2046,6337,2024-09-27,2,2799,5598,2024,2024-09
102278,5,2050,6066,2024-11-03,1,12499,12499,2024,2024-11
102279,4,2095,6199,2025-03-16,1,14999,14999,2025,2025-03
102280,9,2053,6143,2026-01-09,1,750,750,2026,2026-01
102281,4,2087,6177,2025-10-29,1,19990,19990,2025,2025-10
102282,2,2108,6199,2023-07-27,1,36990,36990,2023,2023-07
102283,4,2118,6320,2023-12-05,1,10999,10999,2023,2023-12
102284,1,2110,6060,2026-03-07,1,31990,31990,2026,2026-03
102285,2,2024,6452,2026-02-20,1,24990,24990,2026,2026-02
102286,3,2087,6422,2024-10-12,2,19990,39980,2024,2024-10
102287,1,2073,6186,2026-01-20,1,27990,27990,2026,2026-01
102288,4,2015,6349,2026-03-08,1,44990,44990,2026,2026-03
102289,4,2023,6181,2026-01-23,1,42990,42990,2026,2026-01
102290,1,2105,6179,2026-02-13,1,24990,24990,2026,2026-02
102291,7,2011,6172,2026-01-13,1,79990,79990,2026,2026-01
102292,10,2060,6384,2026-01-24,1,1499,1499,2026,2026-01
102293,9,2010,6392,2024-08-30,2,19999,39998,2024,2024-08
102294,5,2043,6180,2025-02-14,1,7499,7499,2025,2025-02
102295,8,2025,6371,2024-08-15,1,33990,33990,2024,2024-08
102296,3,2114,6026,2024-11-09,1,7999,7999,2024,2024-11
102297,5,2009,6305,2023-01-04,2,10999,21998,2023,2023-01
102298,9,2028,6119,2025-12-02,1,32990,32990,2025,2025-12
102299,9,2022,6332,2025-07-19,1,99990,99990,2025,2025-07
102300,7,2069,6325,2025-08-26,1,14990,14990,2025,2025-08
102301,4,2022,6140,2025-07-14,1,99990,99990,2025,2025-07
102302,4,2032,6057,2024-09-07,1,11499,11499,2024,2024-09
102303,5,2072,6022,2024-05-12,1,32990,32990,2024,2024-05
102304,2,2068,6351,2025-12-03,1,18990,18990,2025,2025-12
102305,9,2089,6112,2024-10-05,1,38990,38990,2024,2024-10
102306,2,2088,6123,2025-06-03,1,18990,18990,2025,2025-06
102307,9,2038,6049,2022-11-27,1,1799,1799,2022,2022-11
102308,5,2049,6276,2025-09-24,1,21990,21990,2025,2025-09
102309,4,2096,6436,2025-04-17,1,34990,34990,2025,2025-04
102310,6,2028,6385,2025-10-15,1,32990,32990,2025,2025-10
102311,3,2098,6302,2024-10-21,1,2799,2799,2024,2024-10
102312,3,2025,6391,2024-01-16,1,33990,33990,2024,2024-01
102313,8,2045,6198,2025-11-09,1,22990,22990,2025,2025-11
102314,5,2033,6476,2025-04-13,1,12999,12999,2025,2025-04
102315,1,2058,6127,2025-11-01,1,9999,9999,2025,2025-11
102316,5,2005,6315,2026-01-14,1,12999,12999,2026,2026-01
102317,7,2078,6299,2025-02-13,1,29990,29990,2025,2025-02
102318,10,2078,6372,2025-06-01,1,29990,29990,2025,2025-06
102319,4,2032,6420,2026-01-09,3,11499,34497,2026,2026-01
102320,7,2041,6217,2024-08-29,1,24990,24990,2024,2024-08
102321,8,2052,6043,2022-04-10,1,15999,15999,2022,2022-04
102322,3,2010,6485,2022-08-05,1,19999,19999,2022,2022-08
102323,8,2059,6271,2024-11-17,1,3499,3499,2024,2024-11
102324,7,2088,6271,2024-05-11,1,18990,18990,2024,2024-05
102325,7,2025,6394,2026-01-28,1,33990,33990,2026,2026-01
102326,10,2005,6110,2023-06-14,1,12999,12999,2023,2023-06
102327,10,2066,6003,2023-06-10,1,23990,23990,2023,2023-06
102328,9,2022,6331,2026-03-08,1,99990,99990,2026,2026-03
102329,10,2034,6341,2025-10-27,1,13499,13499,2025,2025-10
102330,10,2012,6481,2024-12-14,1,56990,56990,2024,2024-12
102331,7,2113,6261,2023-02-08,1,9499,9499,2023,2023-02
102332,8,2061,6264,2025-03-20,3,44900,134700,2025,2025-03
102333,8,2087,6331,2026-03-06,1,19990,19990,2026,2026-03
102334,10,2052,6030,2025-08-15,1,15999,15999,2025,2025-08
102335,7,2115,6476,2025-09-07,1,3499,3499,2025,2025-09
102336,4,2059,6345,2025-08-10,1,3499,3499,2025,2025-08
102337,6,2019,6415,2024-05-31,1,52990,52990,2024,2024-05
102338,9,2043,6143,2025-08-01,1,7499,7499,2025,2025-08
102339,9,2066,6099,2025-09-18,1,23990,23990,2025,2025-09
102340,6,2007,6378,2025-05-20,1,25999,25999,2025,2025-05
102341,3,2091,6011,2023-12-23,1,12499,12499,2023,2023-12
102342,4,2118,6405,2024-06-21,1,10999,10999,2024,2024-06
102343,6,2109,6248,2025-11-22,1,42990,42990,2025,2025-11
102344,5,2118,6235,2024-12-07,1,10999,10999,2024,2024-12
102345,9,2034,6284,2026-03-02,1,13499,13499,2026,2026-03
102346,8,2009,6027,2025-04-25,1,10999,10999,2025,2025-04
102347,8,2004,6314,2026-02-18,3,21999,65997,2026,2026-02
102348,1,2052,6375,2025-08-24,1,15999,15999,2025,2025-08
102349,7,2109,6245,2023-12-07,1,42990,42990,2023,2023-12
102350,8,2013,6483,2025-07-21,1,47990,47990,2025,2025-07
102351,7,2044,6117,2025-05-24,1,9499,9499,2025,2025-05
102352,2,2033,6059,2026-03-24,2,12999,25998,2026,2026-03
102353,9,2108,6252,2026-01-23,2,36990,73980,2026,2026-01
102354,9,2056,6413,2026-02-03,1,1699,1699,2026,2026-02
102355,5,2099,6491,2025-02-03,1,5999,5999,2025,2025-02
102356,1,2106,6262,2025-02-17,1,41990,41990,2025,2025-02
102357,7,2113,6378,2025-11-14,1,9499,9499,2025,2025-11
102358,4,2049,6426,2026-01-02,1,21990,21990,2026,2026-01
102359,6,2070,6472,2024-11-19,1,10990,10990,2024,2024-11
102360,8,2058,6184,2025-02-05,1,9999,9999,2025,2025-02
102361,5,2044,6008,2024-05-10,1,9499,9499,2024,2024-05
102362,9,2023,6385,2025-01-24,1,42990,42990,2025,2025-01
