order_id,store_id,product_id,customer_id,order_date,quantity,selling_price,revenue
111965,6,2013,6499,15-08-2024,1,47990,47990
111966,1,2072,6011,30-10-2022,2,32990,65980
111967,7,2118,6041,17-12-2024,1,10999,10999
111968,7,2090,6132,05-02-2026,1,30990,30990
111969,10,2100,6103,18-07-2023,1,1699,1699
111970,9,2117,6057,04-10-2025,1,5999,5999
111971,7,2027,6219,14-02-2026,1,22990,22990
111972,6,2008,6438,03-03-2025,1,22999,22999
111973,10,2024,6427,30-12-2025,1,24990,24990
111974,9,2040,6055,23-03-2026,2,1199,2398
111975,2,2111,6466,19-01-2025,1,4799,4799
111976,9,2065,6203,22-12-2025,1,29990,29990
111977,9,2083,6283,03-03-2026,1,18990,18990
111978,1,2007,6309,20-07-2025,1,25999,25999
111979,4,2119,6083,31-08-2025,1,9999,9999
111980,10,2050,6369,19-08-2022,1,12499,12499
111981,5,2014,6370,28-10-2024,1,114900,114900
111982,8,2069,6237,22-01-2025,1,14990,14990
111983,3,2088,6189,08-05-2025,1,18990,18990
111984,2,2113,6413,30-05-2025,2,9499,18998
111985,5,2067,6011,29-11-2025,1,15990,15990
111986,3,2077,6251,21-02-2026,2,34990,69980
111987,2,2106,6475,01-05-2025,1,41990,41990
111988,7,2079,6154,01-02-2026,1,21990,21990
111989,5,2035,6309,30-11-2025,1,3499,3499
111990,1,2003,6429,04-04-2024,1,27999,27999
111991,10,2078,6305,27-12-2024,1,29990,29990
111992,1,2084,6194,17-04-2024,1,49990,49990
111993,8,2007,6347,12-02-2026,3,25999,77997
111994,10,2105,6191,18-03-2026,1,24990,24990
111995,5,2064,6335,15-11-2024,1,19990,19990
111996,6,2103,6412,01-03-2026,1,32990,32990
111997,8,2072,6496,11-02-2025,1,32990,32990
111998,8,2120,6231,15-11-2025,1,12499,12499
111999,1,2058,6001,29-11-2024,1,9999,9999
112000,1,2098,6037,24-04-2025,2,2799,5598
112001,8,2093,6141,03-06-2024,1,29990,29990
112002,3,2046,6314,21-01-2026,1,2799,2799
112003,8,2082,6027,18-05-2024,1,46990,46990
112004,8,2003,6487,20-04-2024,2,27999,55998
112005,2,2077,6178,27-01-2026,2,34990,69980
112006,5,2089,6329,22-12-2025,1,38990,38990
112007,7,2038,6213,23-11-2025,1,1799,1799
112008,9,2021,6112,09-10-2023,1,38990,38990
112009,5,2066,6023,15-03-2026,1,23990,23990
112010,9,2041,6408,21-10-2025,1,24990,24990
112011,7,2012,6131,21-04-2025,1,56990,56990
112012,6,2063,6212,24-11-2025,3,34990,104970
112013,4,2077,6346,14-01-2026,1,34990,34990
112014,8,2008,6339,16-08-2024,1,22999,22999
112015,3,2064,6278,08-06-2024,1,19990,19990
112016,4,2022,6146,13-06-2023,1,99990,99990
112017,10,2019,6109,22-02-2026,1,52990,52990
112018,7,2054,6287,12-01-2026,2,4799,9598
112019,10,2001,6461,05-11-2025,1,26999,26999
112020,7,2086,6313,02-01-2025,2,17990,35980
112021,8,2022,6157,18-06-2025,1,99990,99990
112022,5,2099,6497,24-10-2022,1,5999,5999
112023,1,2077,6389,09-09-2024,1,34990,34990
112024,2,2107,6063,05-05-2025,1,33990,33990
112025,2,2097,6111,30-07-2025,1,3999,3999
112026,5,2061,6093,10-09-2025,1,44900,44900
112027,4,2032,6295,13-02-2026,1,11499,11499
112028,5,2020,6061,07-08-2024,1,59990,59990
112029,3,2067,6052,27-02-2026,1,15990,15990
112030,2,2111,6380,26-02-2026,2,4799,9598
112031,7,2095,6405,18-03-2026,1,14999,14999
112032,7,2105,6094,05-05-2025,1,24990,24990
112033,6,2005,6354,08-04-2024,1,12999,12999
112034,3,2112,6381,03-05-2024,1,5499,5499
112035,1,2088,6194,22-02-2023,1,18990,18990
112036,9,2012,6322,09-03-2026,1,56990,56990
112037,3,2118,6289,12-03-2026,1,10999,10999
112038,1,2069,6054,30-05-2024,1,14990,14990
112039,2,2117,6013,05-03-2026,1,5999,5999
112040,2,2097,6293,30-09-2024,1,3999,3999
112041,1,2111,6152,30-11-2025,3,4799,14397
112042,8,2023,6128,23-05-2025,2,42990,85980
112043,5,2002,6174,05-03-2025,1,79900,79900
112044,4,2028,6493,20-02-2023,1,32990,32990
112045,2,2080,6077,06-05-2024,2,52990,105980
112046,9,2068,6431,20-06-2023,1,18990,18990
112047,2,2083,6181,26-03-2026,1,18990,18990
112048,1,2108,6153,25-07-2024,1,36990,36990
112049,6,2068,6471,26-01-2026,1,18990,18990
112050,6,2048,6167,21-05-2022,1,1999,1999
112051,6,2063,6166,30-11-2025,2,34990,69980
112052,9,2115,6281,19-06-2025,1,3499,3499
112053,5,2012,6419,02-01-2026,1,56990,56990
112054,9,2060,6314,12-09-2025,3,1499,4497
112055,2,2045,6136,03-12-2023,1,22990,22990
112056,5,2059,6329,06-12-2025,1,3499,3499
112057,9,2045,6150,21-11-2025,1,22990,22990
112058,10,2099,6275,16-05-2025,1,5999,5999
112059,7,2096,6087,06-01-2026,1,34990,34990
112060,2,2088,6439,04-10-2025,2,18990,37980
112061,9,2065,6445,05-07-2025,1,29990,29990
112062,2,2026,6467,12-09-2025,1,29990,29990
112063,10,2003,6295,06-02-2025,1,27999,27999
112064,6,2044,6083,01-08-2024,2,9499,18998
112065,3,2081,6257,09-03-2026,1,34990,34990
112066,5,2117,6429,08-05-2024,1,5999,5999
112067,1,2048,6435,21-06-2025,1,1999,1999
112068,3,2068,6070,01-01-2026,1,18990,18990
112069,10,2009,6124,22-11-2025,1,10999,10999
112070,2,2045,6478,20-02-2025,1,22990,22990
112071,2,2116,6439,12-12-2025,1,7499,7499
112072,8,2071,6291,30-04-2023,1,24990,24990
112073,2,2030,6125,10-09-2025,1,35990,35990
112074,9,2012,6060,18-03-2026,3,56990,170970
112075,4,2051,6423,09-12-2024,1,9499,9499
112076,2,2118,6366,01-07-2023,1,10999,10999
112077,10,2044,6178,08-11-2025,1,9499,9499
112078,4,2029,6067,28-12-2025,1,25990,25990
112079,1,2037,6421,17-04-2025,1,10499,10499
112080,8,2067,6446,20-06-2025,1,15990,15990
112081,9,2036,6128,09-02-2023,1,18999,18999
112082,5,2006,6279,23-10-2025,1,33999,33999
112083,8,2105,6452,27-03-2026,1,24990,24990
112084,3,2069,6144,17-07-2023,1,14990,14990
112085,7,2007,6447,06-02-2025,1,25999,25999
112086,3,2005,6038,03-02-2026,1,12999,12999
112087,3,2056,6046,15-09-2025,2,1699,3398
112088,4,2081,6326,12-05-2025,1,34990,34990
112089,7,2117,6303,27-11-2025,1,5999,5999
112090,9,2088,6169,11-05-2022,1,18990,18990
112091,10,2094,6091,07-03-2024,1,37990,37990
112092,9,2078,6424,16-03-2026,1,29990,29990
112093,1,2108,6311,17-11-2025,1,36990,36990
112094,3,2008,6499,19-05-2025,1,22999,22999
112095,10,2003,6432,21-01-2024,1,27999,27999
112096,2,2016,6250,08-04-2025,1,51990,51990
112097,6,2047,6439,05-06-2025,1,5999,5999
112098,5,2027,6342,02-01-2026,1,22990,22990
112099,5,2047,6010,04-09-2024,1,5999,5999
112100,1,2113,6366,03-09-2022,1,9499,9499
112101,4,2090,6228,22-03-2026,1,30990,30990
112102,7,2029,6037,06-03-2026,1,25990,25990
112103,8,2086,6119,07-11-2024,1,17990,17990
112104,4,2119,6174,11-12-2025,1,9999,9999
112105,9,2019,6069,06-04-2025,1,52990,52990
112106,7,2062,6271,16-02-2026,1,72990,72990
112107,6,2094,6341,16-05-2025,2,37990,75980
112108,6,2120,6105,06-10-2025,1,12499,12499
112109,2,2111,6237,08-05-2025,1,4799,4799
112110,2,2022,6419,04-09-2025,1,99990,99990
112111,6,2034,6174,16-09-2022,2,13499,26998
112112,2,2075,6361,07-06-2025,1,13990,13990
112113,1,2092,6285,21-11-2023,1,13999,13999
112114,5,2025,6286,06-07-2024,3,33990,101970
112115,10,2036,6311,28-03-2026,2,18999,37998
112116,8,2053,6041,29-04-2025,1,750,750
112117,5,2061,6050,03-08-2025,1,44900,44900
112118,9,2080,6019,14-07-2024,1,52990,52990
112119,5,2105,6213,10-10-2024,1,24990,24990
112120,10,2105,6382,07-12-2024,1,24990,24990
112121,3,2120,6099,14-03-2026,1,12499,12499
112122,10,2085,6077,22-07-2023,1,29990,29990
112123,3,2020,6303,11-11-2025,2,59990,119980
112124,2,2080,6087,02-09-2025,1,52990,52990
112125,9,2063,6302,02-03-2026,1,34990,34990
112126,8,2043,6284,16-12-2022,1,7499,7499
112127,4,2033,6482,11-10-2025,1,12999,12999
112128,3,2042,6368,05-08-2024,1,26990,26990
112129,5,2102,6141,04-02-2026,1,30990,30990
112130,9,2103,6162,10-05-2024,1,32990,32990
112131,2,2114,6389,26-07-2025,1,7999,7999
112132,10,2099,6389,18-09-2025,1,5999,5999
112133,5,2004,6211,02-03-2025,1,21999,21999
112134,9,2068,6062,08-06-2025,1,18990,18990
112135,2,2059,6473,11-08-2023,2,3499,6998
112136,4,2116,6041,05-07-2024,1,7499,7499
112137,2,2056,6139,03-12-2024,1,1699,1699
112138,2,2031,6253,22-10-2025,1,9499,9499
112139,1,2009,6025,13-10-2025,1,10999,10999
112140,6,2072,6054,08-11-2022,3,32990,98970
112141,10,2082,6329,16-02-2026,1,46990,46990
112142,5,2112,6106,14-01-2026,1,5499,5499
112143,10,2109,6100,24-03-2026,1,42990,42990
112144,3,2109,6110,13-12-2025,1,42990,42990
112145,5,2065,6479,31-01-2025,1,29990,29990
112146,8,2064,6230,25-07-2023,1,19990,19990
112147,1,2108,6147,04-06-2025,1,36990,36990
112148,7,2077,6396,11-03-2026,1,34990,34990
112149,3,2073,6289,11-03-2026,1,27990,27990
112150,9,2099,6323,22-06-2025,1,5999,5999
112151,2,2078,6405,29-09-2024,1,29990,29990
112152,10,2092,6170,30-03-2026,2,13999,27998
112153,1,2038,6195,01-08-2024,1,1799,1799
112154,6,2043,6307,15-05-2025,1,7499,7499
112155,1,2094,6471,31-03-2026,1,37990,37990
112156,2,2109,6218,17-04-2025,1,42990,42990
112157,7,2005,6462,27-10-2024,1,12999,12999
112158,10,2101,6339,31-10-2024,1,38990,38990
112159,8,2024,6299,02-06-2025,1,24990,24990
112160,8,2033,6429,02-10-2025,1,12999,12999
112161,4,2035,6175,20-06-2024,1,3499,3499
112162,8,2101,6035,18-06-2022,3,38990,116970
112163,7,2079,6056,28-01-2026,1,21990,21990
112164,6,2103,6388,24-07-2023,1,32990,32990
112165,4,2111,6281,05-09-2025,1,4799,4799
112166,4,2007,6287,31-08-2025,1,25999,25999
112167,6,2068,6063,12-09-2025,1,18990,18990
112168,3,2060,6223,27-11-2025,1,1499,1499
112169,10,2107,6038,27-11-2025,1,33990,33990
112170,2,2116,6472,19-12-2023,1,7499,7499
112171,5,2106,6267,19-02-2024,1,41990,41990
112172,9,2120,6428,19-12-2025,1,12499,12499
112173,5,2037,6495,20-11-2025,1,10499,10499
112174,4,2074,6114,03-04-2025,1,44990,44990
112175,10,2030,6119,19-05-2023,1,35990,35990
112176,8,2009,6234,24-05-2025,1,10999,10999
112177,1,2061,6338,25-02-2026,1,44900,44900
112178,3,2045,6294,31-03-2026,1,22990,22990
112179,3,2069,6176,11-01-2023,1,14990,14990
112180,4,2006,6393,29-08-2024,1,33999,33999
112181,3,2076,6387,25-10-2024,1,38990,38990
112182,4,2071,6268,15-09-2025,1,24990,24990
112183,4,2005,6150,18-12-2025,1,12999,12999
112184,3,2099,6469,15-05-2025,1,5999,5999
112185,3,2004,6020,15-01-2024,1,21999,21999
112186,10,2103,6254,30-10-2025,1,32990,32990
112187,8,2119,6314,31-01-2026,2,9999,19998
112188,10,2114,6197,26-12-2024,1,7999,7999
112189,2,2053,6318,07-09-2025,1,750,750
112190,4,2017,6407,20-01-2025,1,64990,64990
112191,5,2014,6423,06-06-2023,1,114900,114900
112192,4,2059,6370,01-01-2025,1,3499,3499
112193,9,2037,6388,13-11-2022,1,10499,10499
112194,5,2091,6397,13-08-2024,2,12499,24998
112195,9,2016,6030,22-11-2025,1,51990,51990
112196,3,2081,6340,12-04-2025,1,34990,34990
112197,7,2012,6307,12-11-2023,1,56990,56990
112198,8,2003,6266,06-05-2024,1,27999,27999
112199,10,2091,6461,31-03-2025,1,12499,12499
112200,7,2119,6014,24-04-2025,1,9999,9999
112201,2,2081,6310,01-01-2024,1,34990,34990
112202,3,2081,6279,02-10-2025,2,34990,69980
112203,2,2090,6349,15-09-2025,1,30990,30990
112204,4,2054,6467,16-11-2023,2,4799,9598
112205,9,2039,6479,11-07-2024,1,1999,1999
112206,10,2011,6140,21-09-2024,2,79990,159980
112207,6,2024,6237,03-05-2024,3,24990,74970
112208,3,2063,6296,29-01-2025,1,34990,34990
112209,9,2073,6367,19-11-2024,1,27990,27990
112210,8,2005,6407,08-07-2023,1,12999,12999
112211,2,2070,6331,21-03-2026,1,10990,10990
112212,1,2012,6304,13-10-2024,2,56990,113980
112213,8,2101,6204,11-06-2025,1,38990,38990
112214,8,2020,6424,22-06-2025,1,59990,59990
112215,1,2085,6015,04-10-2025,1,29990,29990
112216,7,2072,6332,25-03-2025,1,32990,32990
112217,8,2036,6422,17-02-2026,1,18999,18999
112218,9,2102,6064,12-06-2023,1,30990,30990
112219,6,2063,6399,23-05-2024,1,34990,34990
112220,5,2035,6078,29-11-2025,1,3499,3499
112221,8,2120,6365,08-07-2024,2,12499,24998
112222,3,2074,6356,04-11-2023,1,44990,44990
112223,9,2025,6042,05-01-2024,1,33990,33990
112224,1,2058,6381,22-11-2024,1,9999,9999
112225,8,2063,6383,01-11-2023,1,34990,34990
112226,4,2025,6329,16-03-2026,1,33990,33990
112227,3,2085,6149,26-03-2026,1,29990,29990
112228,6,2093,6203,24-11-2025,1,29990,29990
112229,9,2083,6284,27-11-2023,1,18990,18990
112230,3,2095,6421,24-06-2024,1,14999,14999
112231,9,2111,6060,05-03-2026,1,4799,4799
112232,1,2021,6110,13-12-2025,1,38990,38990
112233,1,2075,6469,09-08-2024,1,13990,13990
112234,4,2003,6146,03-09-2025,1,27999,27999
112235,9,2046,6110,23-08-2023,1,2799,2799
112236,5,2104,6215,17-05-2024,1,44990,44990
112237,3,2035,6246,27-11-2024,1,3499,3499
112238,6,2112,6466,10-02-2025,1,5499,5499
112239,5,2091,6230,25-07-2025,1,12499,12499
112240,7,2105,6220,06-05-2024,1,24990,24990
112241,6,2055,6449,28-06-2024,1,5499,5499
112242,1,2075,6186,09-10-2025,1,13990,13990
112243,7,2088,6369,27-12-2024,2,18990,37980
112244,7,2032,6189,11-06-2025,1,11499,11499
112245,1,2014,6224,19-01-2024,1,114900,114900
112246,10,2015,6068,15-03-2025,1,44990,44990
112247,1,2069,6150,30-03-2026,1,14990,14990
112248,8,2106,6100,04-12-2024,1,41990,41990
112249,10,2075,6410,29-12-2025,1,13990,13990
112250,4,2048,6014,22-11-2024,1,1999,1999
112251,10,2005,6352,29-05-2023,1,12999,12999
112252,9,2112,6083,03-09-2023,1,5499,5499
112253,7,2085,6408,13-02-2026,1,29990,29990
112254,3,2105,6027,01-04-2024,3,24990,74970
112255,4,2027,6227,25-01-2026,2,22990,45980
112256,4,2104,6440,02-07-2025,1,44990,44990
112257,5,2001,6478,03-10-2025,1,26999,26999
112258,10,2019,6385,17-05-2024,2,52990,105980
112259,7,2047,6352,29-10-2022,1,5999,5999
112260,7,2081,6198,09-05-2025,1,34990,34990
112261,2,2038,6235,10-03-2026,1,1799,1799
112262,3,2086,6224,18-04-2022,1,17990,17990
112263,1,2060,6407,10-01-2026,1,1499,1499
112264,9,2116,6188,11-03-2026,1,7499,7499
112265,9,2048,6337,22-03-2026,1,1999,1999
112266,5,2065,6088,21-06-2025,1,29990,29990
112267,5,2022,6224,25-01-2022,1,99990,99990
112268,3,2029,6046,14-05-2025,1,25990,25990
112269,7,2044,6486,11-02-2025,1,9499,9499
112270,10,2017,6373,06-03-2024,2,64990,129980
112271,7,2076,6310,08-06-2025,1,38990,38990
112272,1,2084,6317,24-03-2024,1,49990,49990
112273,5,2109,6053,23-04-2024,1,42990,42990
112274,8,2102,6336,01-09-2025,1,30990,30990
112275,7,2090,6384,04-03-2026,1,30990,30990
112276,2,2006,6191,12-12-2025,1,33999,33999
112277,7,2034,6171,28-03-2026,1,13499,13499
112278,2,2099,6006,13-12-2025,1,5999,5999
112279,8,2092,6300,08-03-2026,1,13999,13999
112280,5,2039,6092,24-09-2025,1,1999,1999
112281,1,2015,6233,14-01-2026,1,44990,44990
112282,4,2104,6372,02-01-2025,1,44990,44990
112283,8,2081,6169,19-12-2024,2,34990,69980
112284,10,2061,6134,22-06-2025,1,44900,44900
112285,8,2116,6307,08-01-2026,1,7499,7499
112286,5,2059,6349,31-12-2024,1,3499,3499
112287,3,2066,6119,19-05-2023,1,23990,23990
112288,2,2007,6399,11-04-2024,1,25999,25999
112289,6,2015,6491,26-12-2024,1,44990,44990
112290,2,2052,6356,28-08-2023,1,15999,15999
112291,4,2112,6348,15-08-2024,1,5499,5499
112292,8,2057,6173,09-12-2025,1,1199,1199
112293,8,2006,6478,02-09-2025,1,33999,33999
112294,7,2079,6119,20-01-2025,1,21990,21990
112295,5,2072,6148,26-04-2025,1,32990,32990
112296,4,2050,6025,24-10-2025,1,12499,12499
112297,3,2105,6315,30-04-2025,3,24990,74970
112298,2,2098,6140,26-01-2025,1,2799,2799
112299,5,2037,6496,13-10-2024,1,10499,10499
112300,2,2081,6131,07-11-2024,1,34990,34990
112301,5,2022,6342,17-01-2026,1,99990,99990
112302,2,2027,6347,21-02-2026,1,22990,22990
112303,2,2089,6377,27-11-2025,1,38990,38990
112304,2,2047,6010,28-11-2024,1,5999,5999
112305,9,2104,6312,14-05-2025,1,44990,44990
112306,4,2055,6178,02-12-2025,1,5499,5499
112307,7,2036,6444,06-03-2024,1,18999,18999
112308,2,2089,6093,06-04-2025,1,38990,38990
112309,5,2020,6296,18-01-2025,1,59990,59990
112310,2,2066,6134,10-08-2025,2,23990,47980
112311,4,2056,6290,16-07-2025,1,1699,1699
112312,6,2094,6379,15-04-2023,1,37990,37990
112313,7,2065,6341,28-10-2024,1,29990,29990
112314,7,2023,6415,03-02-2025,1,42990,42990
112315,10,2112,6461,25-04-2023,1,5499,5499
112316,10,2030,6313,07-01-2024,2,35990,71980
112317,7,2109,6313,13-05-2024,1,42990,42990
112318,8,2119,6082,13-06-2025,1,9999,9999
112319,4,2095,6481,25-06-2025,1,14999,14999
112320,7,2053,6260,26-01-2025,1,750,750
112321,6,2084,6476,29-01-2026,1,49990,49990
112322,7,2082,6437,27-02-2026,1,46990,46990
112323,7,2034,6460,28-10-2023,1,13499,13499
112324,2,2084,6019,22-06-2025,1,49990,49990
112325,1,2036,6011,30-05-2025,1,18999,18999
112326,1,2034,6205,08-02-2025,1,13499,13499
112327,9,2027,6375,18-12-2025,2,22990,45980
112328,8,2014,6037,11-05-2025,1,114900,114900
112329,4,2028,6276,03-02-2026,1,32990,32990
112330,7,2090,6141,31-01-2025,1,30990,30990
112331,2,2103,6385,07-12-2023,1,32990,32990
112332,6,2007,6043,04-12-2022,1,25999,25999
112333,10,2003,6410,06-12-2025,1,27999,27999
112334,4,2113,6093,14-08-2025,1,9499,9499
112335,8,2058,6224,24-03-2025,1,9999,9999
112336,2,2054,6140,06-08-2025,3,4799,14397
112337,3,2077,6330,13-03-2026,2,34990,69980
112338,4,2012,6224,04-03-2026,1,56990,56990
112339,10,2093,6211,21-11-2025,1,29990,29990
112340,4,2011,6090,07-05-2023,1,79990,79990
112341,10,2042,6049,21-02-2024,1,26990,26990
112342,8,2103,6304,29-04-2024,1,32990,32990
112343,4,2105,6156,05-04-2025,2,24990,49980
112344,2,2002,6126,19-03-2026,1,79900,79900
112345,4,2011,6021,30-03-2026,1,79990,79990
112346,8,2058,6022,06-03-2023,2,9999,19998
112347,10,2072,6243,28-08-2024,1,32990,32990
112348,9,2106,6020,14-05-2023,1,41990,41990
112349,2,2044,6419,14-04-2024,1,9499,9499
112350,6,2113,6196,12-09-2025,2,9499,18998
112351,1,2100,6414,02-08-2025,1,1699,1699
112352,8,2040,6220,29-11-2023,2,1199,2398
112353,3,2021,6364,27-12-2025,1,38990,38990
112354,4,2048,6271,07-05-2025,1,1999,1999
112355,9,2014,6070,03-02-2026,3,114900,344700
112356,1,2069,6054,10-07-2023,1,14990,14990
112357,8,2036,6201,01-03-2026,1,18999,18999
112358,9,2029,6111,31-05-2025,1,25990,25990
112359,4,2064,6055,09-05-2024,1,19990,19990
112360,2,2101,6013,13-02-2026,1,38990,38990
112361,2,2003,6009,27-04-2025,1,27999,27999
112362,6,2118,6175,14-04-2025,1,10999,10999
112363,4,2078,6465,15-07-2023,2,29990,59980
112364,6,2041,6249,04-10-2025,1,24990,24990
112365,8,2114,6042,10-03-2024,1,7999,7999
112366,1,2009,6174,03-11-2023,1,10999,10999
112367,1,2033,6069,16-09-2025,1,12999,12999
112368,9,2023,6065,14-02-2025,1,42990,42990
112369,6,2023,6396,20-03-2026,1,42990,42990
112370,2,2021,6269,23-01-2026,2,38990,77980
112371,9,2072,6169,12-12-2022,1,32990,32990
112372,9,2009,6351,25-03-2026,1,10999,10999
112373,1,2059,6247,28-01-2026,1,3499,3499
112374,10,2042,6465,06-04-2023,1,26990,26990
112375,9,2085,6438,06-08-2025,1,29990,29990
112376,8,2095,6442,31-08-2025,1,14999,14999
112377,4,2016,6276,17-08-2025,1,51990,51990
112378,10,2092,6462,03-02-2023,2,13999,27998
112379,9,2039,6335,12-11-2024,1,1999,1999
112380,3,2093,6096,13-11-2024,1,29990,29990
112381,3,2115,6226,10-03-2026,1,3499,3499
112382,9,2071,6499,04-07-2025,1,24990,24990
112383,9,2029,6143,28-03-2025,1,25990,25990
112384,4,2103,6146,21-01-2024,1,32990,32990
112385,5,2078,6467,08-05-2024,1,29990,29990
112386,10,2048,6463,13-02-2023,1,1999,1999
112387,1,2040,6264,15-05-2025,1,1199,1199
112388,4,2009,6223,21-02-2025,1,10999,10999
112389,7,2075,6420,19-03-2026,2,13990,27980
112390,3,2053,6196,17-03-2026,1,750,750
112391,10,2013,6461,21-02-2026,1,47990,47990
112392,6,2026,6057,12-01-2024,3,29990,89970
112393,5,2095,6133,02-09-2025,1,14999,14999
112394,7,2118,6380,12-06-2025,1,10999,10999
112395,4,2034,6035,03-10-2025,1,13499,13499
112396,4,2058,6402,28-11-2023,1,9999,9999
112397,2,2003,6358,11-03-2026,1,27999,27999
112398,7,2033,6030,14-03-2026,1,12999,12999
112399,3,2059,6356,03-10-2023,1,3499,3499
112400,9,2038,6232,20-03-2026,1,1799,1799
112401,6,2002,6028,21-02-2025,2,79900,159800
112402,6,2097,6391,28-10-2024,1,3999,3999
112403,3,2114,6274,17-09-2024,2,7999,15998
112404,3,2011,6314,12-11-2025,1,79990,79990
112405,6,2072,6262,19-12-2024,2,32990,65980
112406,10,2040,6154,31-08-2025,1,1199,1199
112407,2,2109,6319,10-10-2024,1,42990,42990
112408,10,2080,6338,26-12-2025,1,52990,52990
112409,10,2039,6229,19-07-2024,1,1999,1999
112410,6,2035,6497,08-06-2025,1,3499,3499
112411,8,2115,6472,23-07-2023,1,3499,3499
112412,6,2079,6106,20-04-2025,1,21990,21990
112413,1,2009,6399,21-02-2025,1,10999,10999
112414,3,2084,6088,27-01-2026,1,49990,49990
112415,9,2045,6341,29-12-2024,2,22990,45980
112416,2,2101,6103,27-05-2025,1,38990,38990
112417,1,2053,6127,01-11-2025,2,750,1500
112418,6,2014,6417,17-12-2025,1,114900,114900
112419,10,2120,6267,27-01-2025,1,12499,12499
112420,3,2079,6461,19-11-2024,1,21990,21990
112421,9,2119,6178,12-03-2026,1,9999,9999
112422,2,2041,6162,03-09-2023,1,24990,24990
112423,10,2079,6230,17-03-2025,1,21990,21990
112424,8,2081,6346,12-11-2024,1,34990,34990
112425,6,2025,6281,17-09-2024,1,33990,33990
112426,5,2057,6389,03-11-2024,1,1199,1199
112427,6,2059,6446,31-03-2026,1,3499,3499
112428,1,2024,6374,23-02-2026,1,24990,24990
112429,5,2084,6168,13-05-2024,1,49990,49990
112430,6,2006,6248,27-05-2025,1,33999,33999
112431,7,2037,6415,08-01-2024,2,10499,20998
112432,4,2031,6322,04-08-2025,3,9499,28497
112433,4,2001,6319,05-11-2024,1,26999,26999
112434,7,2069,6172,22-11-2025,1,14990,14990
112435,9,2089,6159,11-01-2025,1,38990,38990
112436,9,2104,6054,24-12-2023,1,44990,44990
112437,2,2006,6398,19-02-2026,1,33999,33999
112438,3,2063,6070,06-01-2026,2,34990,69980
112439,1,2089,6350,03-03-2026,1,38990,38990
112440,9,2013,6431,27-11-2023,2,47990,95980
112441,4,2097,6485,28-05-2023,3,3999,11997
112442,9,2038,6205,08-08-2025,1,1799,1799
112443,2,2097,6401,10-08-2022,1,3999,3999
112444,8,2060,6444,19-02-2026,1,1499,1499
112445,6,2042,6260,04-08-2025,1,26990,26990
112446,6,2005,6468,21-01-2026,1,12999,12999
112447,1,2110,6141,07-12-2025,1,31990,31990
112448,8,2056,6192,28-06-2023,2,1699,3398
112449,9,2120,6275,03-04-2024,1,12499,12499
112450,5,2087,6305,24-07-2025,1,19990,19990
112451,8,2094,6160,21-06-2025,1,37990,37990
112452,2,2020,6127,02-11-2025,1,59990,59990
112453,7,2063,6049,02-03-2025,1,34990,34990
112454,9,2033,6463,04-07-2022,1,12999,12999
112455,8,2064,6164,11-09-2024,1,19990,19990
112456,9,2036,6084,11-10-2023,1,18999,18999
112457,8,2009,6055,16-12-2023,1,10999,10999
112458,7,2055,6465,05-06-2024,1,5499,5499
112459,6,2045,6435,13-06-2025,1,22990,22990
112460,8,2031,6455,03-06-2025,1,9499,9499
112461,3,2072,6355,27-12-2025,1,32990,32990
112462,10,2020,6331,25-03-2026,2,59990,119980
112463,6,2118,6344,02-02-2025,1,10999,10999
112464,2,2104,6139,14-07-2024,1,44990,44990
112465,4,2113,6421,18-03-2025,2,9499,18998
112466,3,2080,6030,03-09-2025,1,52990,52990
112467,8,2115,6350,16-02-2026,1,3499,3499
112468,3,2075,6133,13-09-2025,2,13990,27980
112469,2,2018,6239,21-02-2026,1,84990,84990
112470,8,2111,6390,19-11-2025,1,4799,4799
112471,1,2044,6126,31-05-2022,1,9499,9499
112472,1,2018,6497,29-12-2022,2,84990,169980
112473,8,2025,6172,02-02-2026,1,33990,33990
112474,3,2041,6228,19-01-2026,1,24990,24990
112475,6,2112,6209,29-09-2024,1,5499,5499
112476,6,2111,6322,03-06-2025,1,4799,4799
112477,3,2072,6452,19-02-2026,1,32990,32990
112478,3,2028,6441,06-12-2024,1,32990,32990
112479,1,2041,6425,24-11-2025,1,24990,24990
112480,3,2057,6318,16-02-2026,1,1199,1199
112481,3,2025,6094,09-07-2024,1,33990,33990
112482,10,2013,6160,12-01-2025,2,47990,95980
112483,8,2102,6089,31-03-2026,1,30990,30990
112484,1,2066,6197,16-10-2024,1,23990,23990
112485,4,2080,6395,06-06-2023,1,52990,52990
112486,9,2022,6009,14-08-2023,1,99990,99990
112487,10,2033,6079,15-11-2025,2,12999,25998
112488,6,2005,6385,18-06-2024,1,12999,12999
112489,2,2101,6300,24-07-2025,3,38990,116970
112490,9,2029,6183,08-09-2025,1,25990,25990
112491,10,2014,6041,06-07-2024,1,114900,114900
112492,9,2090,6165,16-09-2022,1,30990,30990
112493,10,2082,6039,01-03-2026,2,46990,93980
112494,9,2076,6167,29-04-2024,3,38990,116970
112495,8,2082,6047,20-10-2025,1,46990,46990
112496,6,2056,6182,21-03-2024,1,1699,1699
112497,5,2030,6305,10-10-2023,1,35990,35990
112498,9,2020,6204,26-05-2022,1,59990,59990
112499,6,2089,6132,04-02-2026,1,38990,38990
112500,9,2003,6316,30-12-2024,1,27999,27999
112501,10,2018,6291,09-06-2025,1,84990,84990
